GDP per capita,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Qatar,1155,1159.714286,1164.428571,1169.142857,1173.857143,1178.571429,1183.285714,1188,1192.714286,1197.428571,1202.142857,1206.857143,1211.571429,1216.285714,1221,1225.714286,1230.428571,1235.142857,1239.857143,1244.571429,1249.285714,1254,1258.714286,1263.428571,1268.142857,1272.857143,1277.571429,1282.285714,1287,1291.714286,1296.428571,1301.142857,1305.857143,1310.571429,1315.285714,1320,1324.714286,1329.428571,1334.142857,1338.857143,1343.571429,1348.285714,1353,1357.714286,1362.428571,1367.142857,1371.857143,1376.571429,1381.285714,1386,1390.714286,1395.428571,1400.142857,1404.857143,1409.571429,1414.285714,1419,1423.714286,1428.428571,1433.142857,1437.857143,1442.571429,1447.285714,1452,1456.714286,1461.428571,1466.142857,1470.857143,1475.571429,1480.285714,1485,1514.418605,1543.837209,1573.255814,1602.674419,1632.093023,1661.511628,1690.930233,1720.348837,1749.767442,1779.186047,1808.604651,1838.023256,1867.44186,1896.860465,1926.27907,1955.697674,1985.116279,2014.534884,2043.953488,2073.372093,2102.790698,2132.209302,2161.627907,2191.046512,2220.465116,2249.883721,2279.302326,2308.72093,2338.139535,2367.55814,2396.976744,2426.395349,2455.813953,2485.232558,2514.651163,2544.069767,2573.488372,2602.906977,2632.325581,2661.744186,2691.162791,2720.581395,2750,2629,2508,2387,2266,2145,2268.75,2392.5,2516.25,2640,2615,2590,2300,2266.666667,2233.333333,2200,2030,1860,1690,1520,1350,1180,1170,1160,1150,1140,1130,1120,1110,1100,1090,1080,1091.25,1102.5,1113.75,1125,1416.666667,1708.333333,2000,10272.58783,18545.17567,26817.7635,35090.35133,43362.93916,51635.527,59908.11483,68180.70266,76453.29049,84725.87833,92998.46616,101271.054,109543.6418,117816.2297,126088.8175,134361.4053,142633.9932,150906.581,159179.1688,160579.0881,163163.6554,165848.9485,162579.9031,160906.1568,164905.6083,145662.1999,150622.1246,148287.9652,134653.1112,122516.3037,102058.2476,89794.2601,85138.20147,76621.06975,75166.38453,70740.01445,71208.71714,72676.54449,72972.91113,70392.272,77520.8462,75992.99252,76494.23706,77353.85413,78996.04628,99525.85682,106649.3133,107111.5929,111581.7662,111881.1353,116448.1019,114946.3845,125596.0675,118438.0709,126817.5337,125625.6063,125339.4583,121937.5803,127235.6889,133733.8677,132110.3121,127467.5457
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,1726.240521,1728.033356,1729.828052,1731.624613,1733.42304,1735.223334,1737.025498,1738.829534,1740.635443,1742.443228,1744.25289,1746.064432,1747.877855,1749.693162,1751.510354,1753.329434,1755.150402,1756.973262,1758.798015,1760.624663,1762.453209,1786.451401,1810.776362,1835.432541,1860.424446,1885.75665,1911.433787,1937.460553,1963.841708,1990.582079,2017.686556,2045.160098,2073.007729,2101.234543,2129.845704,2158.846444,2188.242069,2218.037955,2248.239553,2278.852386,2309.882055,2341.334235,2373.214679,2405.529218,2438.283764,2471.484307,2505.136921,2539.247761,2573.823066,2608.869161,2644.392456,2680.399449,2716.896726,2753.890963,2791.388927,2829.397476,2867.923564,2906.974236,2946.556637,2986.678005,3027.345681,3068.567102,3110.349808,3152.701443,3195.629753,3239.14259,3283.247913,3327.953791,3373.268399,3419.200027,3465.757077,3516.624938,3568.2394,3620.611421,3673.752121,3727.672781,3782.38485,3837.899943,3894.229845,3951.386517,4009.382093,4068.228886,4127.939389,4188.52628,4250.002421,4312.380864,4375.674852,4439.897824,4505.063413,4571.185456,4638.27799,4697.640743,4757.763248,4818.655227,4880.326529,4942.787128,5006.047125,5070.116753,5135.006372,5200.726477,5267.287697,5352.087129,5438.25177,5525.803597,5614.764944,5705.158503,5797.007331,5890.334857,5985.164887,6081.52161,6179.429606,6278.347102,6378.848025,6480.957721,6320.781734,6164.564475,6012.208104,5863.6172,5718.6987,5577.361841,5439.518103,5305.081154,5173.966796,5046.092912,4921.379413,4799.748192,4681.123069,4620.772654,4558.311628,4289.835083,4536.996143,4574.344942,4260.321614,4409.170022,4399.941145,4452.851292,4445.310917,4208.05199,4623.007931,4433.065968,4250.928005,4076.273403,3908.794701,3748.197067,3594.197784,3446.52575,3304.921004,3169.134263,3038.926487,3656.581942,4399.774576,4674.334144,4962.31643,5252.8139,5569.060754,5873.730296,6042.998087,6222.784712,6415.992512,6637.02099,6863.178358,7262.692336,7472.002095,7953.458023,8406.071234,8882.254856,9838.188618,10211.2678,10196.48686,10511.77073,10619.84643,11990.20292,12642.30955,12941.92661,13538.10496,14001.56908,14580.02899,14764.74243,15124.193,15441.48938,15393.881,15212.8676,15157.54241,14988.82904,15552.25972,15480.21874,15690.0243,15301.07948,15207.79812,14668.79124,13068.70576,11402.98275,10412.53596,10581.94805,11009.08101,11814.60422,12310.72337,11593.12497,11059.51371,10943.95587,11188.01546,11838.32207,12443.39115,13067.15245,14193.63908,14792.52024,15982.54876,17010.99915,18290.68217,17113.51818,16946.48405,17362.88789,17521.84974,18175.23003
Russia,1505.222269,1506.791531,1508.362429,1509.934965,1511.50914,1513.084956,1514.662415,1516.241518,1517.822268,1519.404666,1520.988714,1522.574413,1524.161765,1525.750772,1527.341436,1528.933758,1530.52774,1532.123384,1533.720692,1535.319664,1536.920304,1546.65278,1556.446886,1566.303013,1576.221554,1586.202903,1596.247459,1606.355621,1616.527793,1626.76438,1637.065789,1647.432431,1657.86472,1668.363071,1678.927902,1689.559634,1700.258692,1711.0255,1721.860489,1732.76409,1743.736738,1754.778869,1765.890924,1777.073346,1788.32658,1799.651074,1811.04728,1822.515652,1834.056647,1845.670725,1857.358349,1869.119984,1880.956098,1892.867165,1904.853658,1916.916054,1929.054835,1941.270485,1953.563489,1965.934339,1978.383526,1990.911547,2003.518901,2016.206091,2028.973622,2041.822002,2054.751745,2067.763364,2080.857379,2094.034311,2107.294685,2120.63903,2134.067877,2147.581762,2161.181223,2174.866802,2188.639044,2202.498499,2216.445717,2230.481256,2244.605674,2258.819535,2273.123404,2287.517851,2302.003451,2316.58078,2227.112833,2604.156325,2505.102527,2329.361916,2319.776064,2124.86375,2326.166632,2636.109164,2997.176237,2773.506369,3054.691346,3003.566805,3083.448901,3271.970647,3201.674402,3281.556498,3565.93676,3319.899904,3671.381126,3249.60366,3105.815887,2984.395102,3259.189512,3383.805581,3610.670733,3335.876324,3604.280166,3786.411344,3615.712472,3721.235411,3308.454502,2904.984441,1778.371885,1533.186233,1539.393465,1409.041599,1635.605556,1883.894825,2386.680593,2982.574838,3348.801509,3488.464222,3668.473942,3711.151175,3878.683319,3913.818346,3853.425428,3998.355838,4365.285819,4991.186061,5330.673666,5772.940737,5756.684967,5989.852814,5740.399562,5632.673382,5526.968827,5423.247958,5321.473547,5221.609068,5123.618677,5692.813328,6431.688352,7024.766076,7609.035079,7513.689093,7863.922437,8067.294096,8317.805993,8871.242505,9550.135284,9575.476065,10114.55208,9825.32097,10565.07293,10973.43091,11086.92705,10671.79847,11886.74775,12408.28476,12863.67014,13290.13499,13929.9746,13992.63228,14929.11348,15176.10515,15110.89671,16225.84356,16574.93825,16501.51303,17154.33226,17439.37614,17760.16001,17566.01,17482.6529,17536.48052,17858.05414,18312.22796,18412.9344,18452.62855,19084.11661,19208.20102,19502.01204,19737.68479,19176.38222,18177.51614,15531.19867,14180.93998,12375.62384,11864.38681,11450.99558,11630.52224,11033.03106,11775.87171,13010.14295,13741.09661,14468.89111,15617.10382,16834.98045,18004.12693,19553.66676,21282.02564,22398.85351,20666.21507,21565.96919,22570.49974,23321.57646,23632.91226
Rwanda,453.7256861,454.2781032,454.8305203,455.3829375,455.9353546,456.4877717,457.0401888,457.5926059,458.145023,458.6974401,459.2498572,459.8022744,460.3546915,460.9071086,461.4595257,462.0119428,462.5643599,463.116777,463.6691942,464.2216113,464.7740284,465.3264455,465.8788626,466.4312797,466.9836968,467.5361139,468.0885311,468.6409482,469.1933653,469.7457824,470.2981995,470.8506166,471.4030337,471.9554508,472.507868,473.0602851,473.6127022,474.1651193,474.7175364,475.2699535,475.8223706,476.3747877,476.9272049,477.479622,478.0320391,478.5844562,479.1368733,479.6892904,480.2417075,480.7941247,481.3465418,481.8989589,482.451376,483.0037931,483.5562102,484.1086273,484.6610444,485.2134616,485.7658787,486.3182958,486.8707129,487.42313,487.9755471,488.5279642,489.0803813,489.6327985,490.1852156,490.7376327,491.2900498,491.8424669,492.394884,492.9473011,493.4997182,494.0521354,494.6045525,495.1569696,495.7093867,496.2618038,496.8142209,497.366638,497.9190551,498.4714723,499.0238894,499.5763065,500.1287236,500.6811407,501.2335578,501.7859749,502.3383921,502.8908092,503.4432263,503.9956434,504.5480605,505.1004776,505.6528947,506.2053118,506.757729,507.3101461,507.8625632,508.4149803,508.9673974,509.5198145,510.0722316,510.6246487,511.1770659,511.729483,512.2819001,512.8343172,513.3867343,513.9391514,514.4915685,515.0439856,515.5964028,516.1488199,516.701237,517.2536541,517.8060712,518.3584883,518.9109054,519.4633226,520.0157397,520.5681568,521.1205739,521.672991,522.2254081,522.7778252,523.3302423,523.8826595,524.4350766,524.9874937,525.5399108,526.0923279,526.644745,527.1971621,527.7495792,528.3019964,528.8544135,529.4068306,529.9592477,530.5116648,531.0640819,531.616499,532.1689161,532.7213333,533.2737504,533.8261675,534.3785846,534.9310017,535.4834188,536.0358359,536.5882531,556.5682464,562.8484213,572.8647484,592.7844569,598.6318843,607.8441289,616.4328348,619.3927484,639.7183655,643.7347197,613.2500652,681.6754523,599.4741817,515.5322562,538.0809662,559.7292924,582.9742575,606.5364949,653.269748,703.2497688,691.2186706,673.8116904,674.5772086,686.947284,790.4553727,751.8297145,764.5156203,811.3522199,859.6994786,934.0905685,962.5754137,1005.811135,1029.754967,959.3393277,976.6379845,1003.875848,967.499328,905.3876355,897.1513584,867.9547392,808.8328571,840.9442881,753.9473928,436.3339024,663.3212903,710.7101587,673.0858773,734.4574893,773.0276574,803.2569865,838.5603356,896.3766065,883.1646773,896.5075595,927.5767695,995.2402429,1028.561928,1142.39124,1188.652381,1248.244407,1323.518157,1399.596388,1439.349859
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1225.766854,1233.866508,1242.019683,1250.226733,1258.488013,1266.803883,1275.174703,1283.600835,1292.082646,1300.620503,1309.214777,1317.86584,1326.574068,1335.339839,1344.163532,1353.04553,1361.98622,1370.985987,1380.045224,1389.164323,1398.343679,1407.58369,1416.884758,1426.247286,1435.67168,1445.158348,1454.707703,1464.320158,1473.996131,1483.736041,1493.54031,1503.409364,1513.343632,1523.343543,1533.409532,1543.542035,1553.741492,1564.008345,1574.34304,1584.746025,1595.217751,1605.758672,1616.369245,1627.049932,1637.801195,1648.6235,1659.517317,1670.483118,1681.52138,1692.63258,1703.817202,1715.075729,1726.408651,1737.816459,1749.299647,1760.858715,1772.494163,1784.206495,1795.996221,1807.863852,1819.809901,1831.834888,1843.939334,1856.123764,1868.388707,1880.734694,1893.162262,1905.671948,1918.264297,1930.939853,1943.699167,1956.542793,1969.471287,1982.485211,1995.585128,2008.771607,2022.04522,2035.406543,2048.856155,2062.394639,2076.022584,2089.74058,2103.549222,2117.449109,2131.440844,2145.525034,2159.70229,2173.973226,2188.338463,2202.798622,2217.354332,2232.006223,2246.754932,2261.601097,2288.65509,2316.032712,2343.737833,2371.774372,2400.146293,2428.857608,2457.912377,2487.314708,2517.068759,2547.178738,2577.648901,2608.483559,2639.687071,2671.263849,2703.218358,2735.555117,2768.278699,2801.393731,2834.904896,2868.816932,2903.134634,2937.862856,2973.006508,3008.570559,3044.560039,3080.980036,3117.835701,3155.132245,3192.874943,3231.06913,3269.720209,3308.833644,3348.414967,3388.469773,3429.003729,3470.022564,3511.53208,3553.538146,3596.046701,3639.063758,3682.595398,3726.647778,3771.227126,3816.339747,3861.992019,3908.190399,3954.941418,4002.251687,4050.127897,4098.576818,4147.6053,4197.220276,4247.428763,4298.237859,4349.65475,4401.686706,4454.341086,4781.860878,5029.96847,5233.99195,5521.19658,5672.574536,6038.817771,6447.728733,6963.101934,7650.403978,8325.328155,8462.649754,8369.27128,8329.009119,9245.166794,9902.548776,11151.94226,12233.70677,13452.54644,14552.29398,14888.7948,14870.31698,15217.9037,15995.09731,16594.5073,16949.95333,17817.87901,18812.59448,18743.56551,19172.43171,19738.88903,19867.94793,19824.43745,19664.11519,20895.64941,21613.36797,22176.16464,22795.36936,23222.52013,21807.44252,21389.85718,20582.45592,20005.23298,19946.41694
Saint Lucia,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,920.3958297,923.286851,926.1869532,929.0961649,932.0145145,934.9420308,937.8787427,940.8246789,943.7798686,946.7443406,949.7181243,952.7012488,955.6937435,958.6956378,961.7069612,964.7277434,967.758014,970.797803,973.8471401,976.9060553,979.9745788,983.0527408,986.1405714,989.2381011,992.3453603,995.4623797,998.5891898,1001.725821,1004.872305,1008.028673,1011.194954,1014.371181,1017.557385,1020.753597,1023.959848,1027.176171,1030.402596,1033.639155,1036.885881,1040.142805,1043.409959,1046.687376,1049.975087,1053.273125,1056.581522,1059.900311,1063.229525,1066.569196,1069.919357,1073.280041,1076.651281,1080.033111,1083.425563,1086.828671,1090.242468,1093.666989,1097.102266,1100.548333,1104.005225,1107.472975,1110.951617,1114.441186,1117.941716,1121.453242,1124.975797,1128.509417,1132.054136,1135.609989,1139.177012,1142.755239,1146.344705,1149.945446,1153.557497,1157.180894,1160.815672,1164.461867,1168.119515,1171.788652,1175.469314,1179.161538,1182.865358,1186.580813,1190.307938,1194.04677,1197.797347,1201.559704,1205.333878,1209.119908,1212.91783,1216.727681,1220.5495,1224.383323,1228.229188,1232.087133,1235.957196,1239.839416,1243.73383,1247.640476,1251.559393,1255.49062,1259.434196,1263.390158,1267.358546,1271.339399,1275.332756,1279.338657,1283.35714,1287.388246,1291.432013,1295.488483,1299.557694,1303.639686,1307.734501,1311.842177,1315.962756,1320.096278,1324.242784,1328.402314,1332.574909,1336.760611,1340.959461,1345.171499,1349.396767,1353.635308,1357.887161,1362.152371,1366.430977,1370.723023,1375.02855,1379.347602,1383.680219,1440.296403,1499.229156,1560.573266,1624.4274,1690.89426,1760.080751,1832.098153,1907.062298,1985.093758,2066.31804,2150.865783,2238.872976,2330.481167,2425.8377,2525.095946,2628.415552,2735.962696,2847.910358,2964.438593,3085.734826,3204.352182,3254.550898,3271.595237,3423.652518,3533.047456,4138.915168,4456.987803,4720.414199,4775.938557,4441.50582,4492.403101,4564.861791,4755.977374,5012.398185,5307.552064,6097.878196,6154.947313,6908.875269,7293.43118,7392.912232,7332.26164,7767.485863,7697.955613,7754.285007,7763.979382,8224.93032,8128.522912,8573.072783,8694.71257,8579.194745,8032.843446,8176.554013,8434.701071,8778.490944,9175.258272,9943.018926,10050.32953,10507.43731,10488.61919,10454.44449,10534.60565,10333.73499,10111.34573
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,882.0360274,887.8643679,893.7312211,899.6368414,905.581485,911.5654098,917.5888753,923.6521428,929.7554754,935.8991377,942.0833962,948.3085193,954.5747768,960.8824408,967.2317846,973.6230839,980.0566157,986.5326592,993.0514952,999.6134066,1006.218678,1012.867596,1019.560448,1026.297526,1033.079122,1039.905529,1046.777043,1053.693964,1060.65659,1067.665224,1074.72017,1081.821734,1088.970223,1096.165949,1103.409223,1110.700359,1118.039673,1125.427485,1132.864114,1140.349883,1147.885116,1155.470141,1163.105287,1170.790884,1178.527266,1186.314769,1194.153731,1202.044491,1209.987391,1217.982777,1226.030995,1234.132395,1242.287327,1250.496145,1258.759206,1267.076868,1275.449491,1283.877439,1292.361078,1300.900775,1309.4969,1318.149828,1326.859932,1335.627592,1344.453186,1353.337099,1362.279715,1371.281422,1380.342611,1389.463675,1398.645009,1407.887011,1417.190084,1426.554629,1435.981054,1445.469766,1455.021179,1464.635705,1474.313763,1484.055772,1493.862154,1503.733335,1513.669743,1523.671809,1533.739967,1543.874654,1554.076309,1564.345374,1574.682296,1585.087523,1595.561505,1606.104698,1616.717558,1627.400546,1643.022275,1658.793959,1674.71704,1690.792968,1707.023213,1723.409255,1739.95259,1756.654727,1773.517191,1790.541522,1807.729272,1825.08201,1842.601321,1860.288803,1878.146071,1896.174754,1914.376497,1932.752963,1951.305828,1970.036785,1988.947545,2008.039832,2027.31539,2046.775978,2066.423372,2086.259364,2106.285767,2126.504406,2146.917128,2167.525796,2188.33229,2209.33851,2230.546372,2251.957813,2273.574786,2295.399265,2317.433241,2396.187293,2477.61767,2561.81532,2648.874284,2738.891801,2831.968411,2928.208072,3027.718276,3130.610165,3236.998662,3334.118045,3412.997704,3162.48487,3243.360074,3237.814641,3204.608388,2870.431488,3026.934057,3082.130015,3378.057074,3441.158604,4282.436728,3764.606741,3394.609357,3102.527211,3388.418394,3448.604755,3820.755515,3911.733111,3956.014741,4164.937024,4332.624473,4491.026872,4720.125922,4967.785105,5250.715105,5435.684053,6167.842584,6261.370168,6520.218331,6509.657574,6950.916723,6918.101146,6670.969689,6699.807354,6752.776165,7609.532813,7962.825141,8271.494933,8377.333093,8384.9037,8681.541278,8908.268078,9404.927451,9597.375748,10129.13671,10388.67762,10325.89176,10087.28804,9843.575428,9874.256042,10014.68378,10218.82538
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1473.837355,1478.623557,1483.425302,1488.24264,1493.075622,1497.924299,1502.788722,1507.668942,1512.56501,1517.476978,1522.404897,1527.348819,1532.308796,1537.284881,1542.277125,1547.285581,1552.310301,1557.35134,1562.408748,1567.482581,1572.57289,1577.67973,1582.803154,1587.943216,1593.09997,1598.27347,1603.463771,1608.670927,1613.894993,1619.136024,1624.394075,1629.669201,1634.961458,1640.270901,1645.597587,1650.94157,1656.302907,1661.681656,1667.077871,1672.49161,1677.922931,1683.371889,1688.838542,1694.322948,1699.825164,1705.345248,1710.883258,1716.439253,1722.013291,1727.605429,1733.215729,1738.844247,1744.491043,1750.156177,1755.839709,1761.541697,1767.262202,1773.001284,1778.759004,1784.535421,1790.330597,1796.144592,1801.977468,1807.829286,1813.700108,1819.589994,1825.499008,1831.427211,1837.374665,1843.341433,1849.327578,1855.333163,1861.358251,1867.402904,1873.467187,1879.551164,1885.654898,1891.778454,1897.921895,1904.085287,1910.268695,1916.472182,1922.695815,1928.939659,1935.203779,1941.488242,1947.793113,1954.118459,1960.464346,1966.830841,1973.218011,1979.625922,1986.054644,1992.504242,2016.867753,2041.529172,2066.49214,2091.760346,2117.33752,2143.227441,2169.433933,2195.960868,2222.812163,2249.991784,2277.503746,2305.352113,2333.540998,2362.074566,2390.95703,2420.192656,2449.785764,2479.740724,2510.06196,2540.753952,2571.821233,2603.268392,2635.100074,2667.32098,2699.93587,2732.949561,2766.36693,2800.192912,2834.432505,2869.090765,2904.172811,2939.683827,2975.629056,3012.013809,3048.843459,3086.123447,3123.859279,3162.056529,3200.720839,3239.85792,3279.473553,3319.573589,3360.163952,3401.250638,3442.839714,3484.937323,3527.549685,3570.683094,3614.343919,3658.538611,3703.273697,3748.555785,3794.391564,3840.787803,3887.751357,3935.289161,3983.408237,4032.115694,4081.418725,4131.324613,3657.503202,3489.638693,3785.80654,3730.117552,3938.412173,4436.497191,4150.13517,3765.605566,3719.299626,3728.542827,3768.42223,3904.167957,4102.924528,4103.020046,4020.735817,4143.474345,3933.330096,3815.211001,3778.388746,3900.938809,3767.621182,3975.611878,4219.766514,4206.033405,4258.167396,4342.107127,4607.938506,4940.621016,4996.604081,5119.6251,5257.093382,5487.859083,5584.846039,5662.480641,5880.369291,5559.095186,5560.376041,5653.735994,5800.0267,5760.047688
San Marino,1475.101859,1477.646763,1480.191667,1482.736571,1485.281475,1487.826379,1490.371284,1492.916188,1495.461092,1498.005996,1500.5509,1503.095804,1505.640709,1508.185613,1510.730517,1513.275421,1515.820325,1518.365229,1520.910134,1523.455038,1525.999942,1528.544846,1531.08975,1533.634654,1536.179559,1538.724463,1541.269367,1543.814271,1546.359175,1548.904079,1551.448984,1553.993888,1556.538792,1559.083696,1561.6286,1564.173504,1566.718409,1569.263313,1571.808217,1574.353121,1576.898025,1579.442929,1581.987834,1584.532738,1587.077642,1589.622546,1592.16745,1594.712354,1597.257259,1599.802163,1602.347067,1616.391168,1630.435268,1644.479369,1658.52347,1672.567571,1686.611671,1700.655772,1714.699873,1728.743974,1742.788074,1756.832175,1770.876276,1784.920377,1798.964478,1813.008578,1827.052679,1841.09678,1855.140881,1869.184981,1883.229082,1897.273183,1911.317284,1925.361384,1939.405485,1953.449586,1967.493687,1981.537787,1995.581888,2009.625989,2023.67009,2037.714191,2051.758291,2065.802392,2079.846493,2093.890594,2107.934694,2121.978795,2136.022896,2150.066997,2164.111097,2178.155198,2192.199299,2206.2434,2220.2875,2234.331601,2248.375702,2262.419803,2276.463903,2290.508004,2304.552105,2371.938302,2439.3245,2506.710697,2574.096895,2641.483092,2708.869289,2776.255487,2843.641684,2911.027881,2978.414079,3045.800276,3113.186474,3180.572671,3247.958868,3315.345066,3382.731263,3450.11746,3517.503658,3584.889855,3652.276053,3719.66225,3787.048447,3854.434645,3921.820842,3989.207039,4056.593237,4123.979434,4191.365632,4258.751829,4326.138026,4393.524224,4460.910421,4528.296618,4595.682816,4663.069013,4730.455211,4797.841408,4865.227605,4932.613803,5000,5612.533006,6225.066012,6837.599018,7450.132023,8062.665029,8675.198035,9287.731041,9900.264047,10512.79705,11125.33006,11737.86306,12350.39607,12962.92908,13575.46208,14187.99509,14800.52809,15413.0611,16025.59411,16638.12711,17250.66012,17863.19312,18475.72613,19088.25914,19700.79214,20313.32515,20925.85815,21538.39116,22150.92416,22763.45717,23375.99018,23599.71327,24361.89435,26028.97946,27345.51313,26557.15031,28090.56133,28345.21705,28739.27165,29903.75112,30429.92508,30247.46799,29969.51434,29956.30035,30560.96389,31056.47482,31577.02464,32217.57442,33195.37302,33925.33195,34214.5944,34301.91656,34111.71657,36611.91345,38698.42641,41846.36073,43517.657,44267.87174,47257.78967,51018.63301,51349.6451,53120.99087,51953.15661,52589.23649,53722.60226,53928.01247,55241.17608,56643.66933,54401.3418,47221.16934,44524.66825,43092.35309,41105.19806,39208.77508
