15-24 yrs sex ratio,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Oman,102.78,101.593,102.068,103.165,103.608,105.706,109.402,109.228,115.514,118.094,115.265,105.089,115.883,107.439,107.331,107.418,107.405,107.311,105.195,105.21,105.218
Pakistan,123.287,116.983,111.264,107.419,107.588,108.463,107.762,106.817,106.546,106.834,106.574,106.399,106.04,105.862,106.057,106.206,106.209,106.152,106.053,105.892,105.675
Panama,102.509,102.234,101.611,103.001,102.926,102.348,101.566,102.704,102.818,102.754,103.286,103.581,103.816,104.049,104.181,104.301,104.446,104.579,104.696,104.797,104.889
Papua New Guinea,112.551,112.218,110.435,103.364,103.364,102.147,103.337,100.391,97.825,99.585,103.73,104.955,105.145,105.434,106.293,107.216,107.49,107.627,107.738,107.833,107.913
Paraguay,99.947,98.537,97.751,98.994,101.117,102.557,103.378,103.498,102.674,102.649,103.056,102.851,102.765,102.911,102.998,103.086,103.206,103.32,103.428,103.526,103.617
Peru,102.936,102.97,102.992,103.024,103.02,102.966,102.704,102.47,102.331,102.528,102.548,102.515,102.615,102.875,103.205,103.612,103.855,104.029,104.176,104.288,104.382
Philippines,102.026,104.008,104.23,106.233,104.419,102.664,102.938,103.225,103.424,103.448,103.406,103.497,103.711,104.064,104.33,104.513,104.689,104.948,105.229,105.467,105.685
Poland,97.725,101.115,102.379,103.027,103.057,103.808,105.223,104.886,104.776,104.187,103.708,104.003,104.612,104.993,105.538,105.605,105.575,105.55,105.571,105.622,105.649
Polynesia,99.286,105.113,106.189,104.265,102.73,105.894,107.305,107.74,112.235,109.1,107.986,107.778,108.031,107.803,107.229,106.875,106.526,106.439,106.541,106.641,106.7
Portugal,99.49,99.741,93.804,94.422,93.419,99.185,101.324,102.023,102.329,102.54,103.124,103.844,104.46,104.866,105.446,105.664,105.611,105.582,105.579,105.586,105.598
Puerto Rico,93.823,93.839,93.44,91.568,92.111,98.652,95.422,96.636,99.778,101.422,100.911,102.071,103.406,104.282,104.622,105.086,105.291,105.296,105.277,105.246,105.222
Qatar,104.049,129.979,146.747,186.454,231.827,245.859,160.381,171.477,146.117,178.674,136.201,281.407,319.786,178.105,187.342,167.295,156.562,151.149,150.974,152.219,151.744
"Korea, Rep.",82.679,99.078,108.318,108.287,103.272,104.508,105.349,106.381,106.437,106.793,107.153,108.917,109.402,108.279,107.558,108.739,109.458,108.954,108.447,107.94,107.432
Moldova,92.593,91.456,87.936,86.467,89.356,96.916,97.394,97.412,100.892,100.925,101.067,99.14,99.658,101.771,102.447,104.157,105.787,105.769,105.836,105.945,106.038
Reunion,97.203,87.693,90.603,94.085,92.206,92.647,97.337,96.251,97.79,100.073,101.646,102.316,102.371,101.792,101.383,101.264,101.323,101.382,101.439,101.489,101.515
Romania,101.31,99.752,100.068,102.821,103.947,104.044,104.177,104.377,104.193,103.999,104.43,104.146,104.4,105.255,105.513,105.573,105.678,105.813,105.942,106.055,106.155
Russia,95.062,100.665,100.849,104.027,105.18,103.001,104.455,103.675,104.455,103.43,102.67,102.88,103.371,103.836,104.444,104.777,105,105.113,105.166,105.229,105.302
Rwanda,99.087,99.077,99.064,99.031,98.553,98.295,93.955,96.27,96.241,92.238,95.799,97.119,97.633,97.569,97.079,96.883,96.872,96.95,97.099,97.282,97.464
Saint Lucia,103.829,106.622,93.199,90.705,88.404,92.773,97.074,98.275,96.3,96.112,97.1,97.002,99.037,100.358,100.361,101.669,102.301,102.378,102.445,102.494,102.502
Saint Vincent and the Grenadines,89.771,94.533,89.837,93.426,96.497,96.475,99.478,99.86,103.578,103.468,102.913,101.385,101.76,102.254,102.342,102.215,102.022,102.051,102.089,102.236,102.373
Samoa,95.445,112.549,115.113,109.172,103.26,102.411,105.138,109.076,124,114.842,115.739,115.146,111.086,109.247,109.194,109.707,110.257,110.152,110.013,109.975,110.071
Sao Tome and Principe,152.947,152.973,154.068,124.478,103.107,101.35,99.105,100.21,102.389,102.427,101.429,102.158,102.285,102.16,101.895,101.734,101.654,101.626,101.668,101.737,101.81
Saudi Arabia,104.364,104.127,103.96,106.551,110.212,119.178,127.349,120.171,115.342,109.708,114.141,106.093,101.665,102.344,102.91,103.177,103.348,103.581,103.791,103.999,104.192
Senegal,101.882,102.578,102.957,103.221,102.895,101.527,99.885,99.622,99.799,99.652,99.925,100.252,100.476,100.612,100.719,100.835,100.904,100.939,101.018,101.169,101.325
Serbia,99.86,100.946,101.622,104.053,104.323,104.736,105.355,105.035,105.865,106.11,105.225,104.504,105.437,106.737,107.526,107.638,107.749,107.856,107.944,108.029,108.077
Sierra Leone,98.363,98.809,98.803,96.868,91.262,88.099,88.857,89.89,91.316,92.82,94.23,95.043,95.231,96.151,98.006,99.163,99.482,99.707,99.994,100.321,100.66
Singapore,104.484,107.773,106.846,102.643,104.033,105.423,106.511,105.852,100.456,105.667,107.564,107.482,107.1,107.028,107.15,107.206,107.229,107.237,107.24,107.242,107.244
Slovak Republic,93.123,102.639,106.16,105.473,103.928,104.106,105.167,104.288,103.822,103.897,104.178,104.296,104.345,104.608,104.991,105.399,105.355,105.416,105.473,105.526,105.558
Slovenia,99.482,103.456,103.972,102.789,107.774,105.091,100.973,102.465,105.667,106.594,106.126,105.358,105.394,105.745,105.651,105.318,105.295,105.313,105.324,105.339,105.346
Solomon Islands,111.905,110.471,105.405,100,106.31,102.66,101.12,99.647,106.272,109.45,108.968,109.048,109.479,109.31,109.073,108.77,108.486,108.3,108.205,108.171,108.166
Somalia,103.163,100.166,98.211,99.306,98.736,98.01,98.358,98.682,98.96,99.166,99.366,99.654,99.617,99.752,100.171,100.445,100.539,100.582,100.648,100.704,100.741
South Africa,107.344,101.552,99.013,99.808,101.892,102.14,101.619,100.772,99.156,98.961,99.994,100.644,100.752,100.505,100.562,101.213,101.606,101.98,102.33,102.631,102.89
South America,101.259,101.089,101.143,101.302,101.306,101.281,101.363,101.286,101.032,101.114,101.894,102.435,102.667,102.964,103.22,103.408,103.559,103.69,103.806,103.908,103.998
South-Central Asia,110.153,107.385,106.548,106.44,107.844,108.626,108.362,107.978,107.558,107.041,107.004,107.125,107.694,107.945,107.787,107.651,107.478,107.291,107.155,107.039,106.935
South-Eastern Asia,100.366,99.222,98.91,99.359,101.091,101.931,100.653,100.982,101.661,101.798,101.678,102.217,103.575,103.911,103.802,103.765,103.793,103.867,104.08,104.286,104.452
Southern Africa,106.091,100.765,98.451,98.983,100.925,101.196,100.757,99.921,98.612,98.635,99.754,100.437,100.582,100.374,100.415,100.971,101.308,101.624,101.922,102.191,102.431
Southern Europe,99.434,99.964,98.983,100.15,101.92,102.871,103.269,104.051,104.062,103.993,104.316,104.904,105.615,106.123,106.218,106.252,106.324,106.442,106.557,106.55,106.573
Spain,99.26,100.418,99.611,98.766,101.925,102.44,102.756,103.956,104.454,104.592,104.814,105.025,105.902,106.521,106.422,106.651,106.717,106.784,106.969,106.916,106.957
Sri Lanka,113.191,108.608,105.504,104.053,103.111,102.437,102.481,102.741,102.651,102.863,102.065,102.324,103.426,103.267,103.358,103.43,103.354,103.462,103.555,103.627,103.698
Sub- Saharan Africa,99.839,99.167,99.031,99.268,99.507,99.464,99.312,99.576,99.459,99.561,100.148,100.487,100.7,100.86,100.991,101.059,101.043,101.033,101.046,101.086,101.141
Sudan,100.348,100.404,100.525,100.635,101.268,101.869,102.062,102.312,102.584,102.796,102.906,102.962,103.03,103.075,103.097,103.094,103.085,103.083,103.08,103.08,103.083
Suriname,95,100,95.652,95.652,102.417,102.219,102.932,107.983,107.627,105.214,105.028,103.535,102.231,102.55,102.335,104.585,107.216,107.339,107.376,107.427,107.55
Swaziland,96.066,95.27,95.805,89.894,88.923,87.432,91.259,88.321,87.523,92.142,95.976,98.666,100.433,100.075,99.679,99.64,99.696,99.76,99.872,100.026,100.201
Sweden,101.386,101.606,103.263,105.042,104.67,104.568,104.613,104.864,105.075,104.423,104.939,105.008,104.855,104.591,104.452,104.548,104.688,104.754,104.799,104.808,104.802
Switzerland,95.809,95.582,99.771,102.331,101.133,98.866,101.994,103.588,103.215,102.726,103.466,103.376,104.184,104.838,105.06,104.978,104.848,104.874,104.897,104.914,104.923
Syria,105.19,102.875,105.673,107.009,104.744,102.623,101.753,102.376,102.642,103.042,103.409,103.443,103.268,103.983,104.127,104.25,104.377,104.518,104.707,104.82,104.851
Tajikistan,100.943,100.754,105.024,96.331,94.067,100.599,98.995,100.811,99.413,101.591,101.1,100.455,101.428,102.573,102.942,103.136,103.229,103.327,103.426,103.54,103.672
"Macedonia, FYR",98.256,100.314,101.993,104.043,105.111,105.322,105.511,104.1,104.592,104.35,105.257,105.664,106.155,107.215,107.837,107.848,108.001,108.111,108.215,108.317,108.359
Thailand,100.228,99.426,101.987,102.422,101.5,101.562,101.466,95.573,105.682,101.273,99.56,103.794,104.006,103.716,103.804,103.888,104.01,104.107,104.208,104.437,104.674
Timor-Leste,104.096,103.189,103.397,103.914,103.71,103.481,98.356,96.833,104.982,112.577,113.953,107.909,105.102,104.242,104.535,104.564,104.413,104.211,104.021,103.887,103.842
Togo,97.525,97.666,98.525,98.648,98.368,98.693,98.887,99.016,99.154,99.313,99.396,99.362,99.369,99.514,99.724,99.893,100.009,100.098,100.201,100.314,100.421
Tonga,104.89,105.372,105.559,106.785,107.218,106.591,107.402,104.918,108.694,105.47,107.234,107.876,107.801,110.302,110.896,109.131,106.76,106.059,106.13,106.163,106.228
Trinidad and Tobago,96.226,100,96.005,97.773,95.603,100.016,101.065,100.051,99.759,101.439,102.107,102.053,101.848,101.775,101.838,102.014,102.234,102.442,102.636,102.782,102.907
Tunisia,102.88,100.179,97.494,98.386,97.466,101.35,104.686,102.965,102.516,102.907,104.296,104.355,105.264,106.077,106.416,106.525,106.655,106.768,106.909,107.051,107.111
Turkey,106.657,108.846,106.614,111.834,105.166,108.327,105.203,103.449,103.402,103.833,104.171,103.559,102.964,103.289,103.509,103.672,103.832,104.064,104.324,104.548,104.729
Turkmenistan,104.017,106.405,106.971,105.762,104.867,102.018,101.939,101.071,102.544,101.248,101.23,101.728,101.858,101.877,102.205,102.327,102.564,102.889,103.129,103.354,103.553
Uganda,99.736,99.981,100.881,100.827,99.723,99.229,99.629,100.049,100.551,100.739,100.578,100.639,100.837,100.922,100.842,100.684,100.519,100.378,100.285,100.252,100.275
Ukraine,90.233,96.23,95.006,96.057,101.364,102.103,103.313,103.349,102.699,102.424,103.247,104.259,104.407,104.658,105.252,105.364,105.384,105.619,105.716,105.814,105.912
United Arab Emirates,104.063,103.9,103.633,171.922,208.163,274.9,203.22,133.045,161.926,151.101,144.289,149.154,126.48,157.864,154.954,148.363,149.489,144.461,146.304,150.395,148.678
United Kingdom,102.025,101.218,102.444,103.287,102.861,104.047,103.986,103.146,103.096,102.408,102.067,104.182,105.456,107.477,107.408,107.497,107.471,107.537,107.558,107.557,107.595
Tanzania,96.626,96.622,96.588,96.648,97.843,98.973,99.171,99.382,99.604,99.939,100.199,100.312,100.362,100.6,100.923,100.968,100.891,100.862,100.855,100.854,100.875
United States,100.67,97.957,100.605,101.01,99.763,102.816,103.13,103.686,104.15,104.563,104.738,104.881,104.994,105.614,105.855,105.796,105.71,105.709,105.701,105.673,105.653
Virgin Islands (U.S.),102.247,109.273,109.138,99.114,96.494,86.022,91.3,96.366,98.173,95.385,93.086,91.585,96.315,101.589,105.823,107.253,107.819,107.923,108.002,108.18,108.534
Uruguay,101.543,101.111,100.783,100.682,101.923,102.919,99.513,100.424,101.824,103.415,103.451,103.209,103.551,103.789,103.944,104.393,104.426,104.369,104.537,104.591,104.637
Uzbekistan,103.127,103.843,104.963,96.471,94.4,102.024,101.025,101.706,99.968,101.445,101.6,102.425,103.146,103.267,103.396,103.524,103.654,103.837,104.029,104.211,104.338
Vanuatu,110.528,110.36,110.351,110.319,106.206,106.624,105.796,101.999,99.292,100.038,102.949,105.84,106.999,106.667,105.614,105.49,105.569,105.659,105.862,106.143,106.369
Venezuela,103.769,104.683,104.878,103.705,103.115,103.155,103.315,103.118,103.174,103.296,103.132,103.105,103.294,103.527,103.653,103.737,103.861,103.983,104.085,104.187,104.279
Vietnam,101.83,101.398,101.091,100.731,100.857,100.623,94.36,100.215,95.586,99.975,100.917,101.547,107.851,108.518,106.296,105.21,104.618,104.018,104.178,104.29,104.369
Western Africa,100.146,99.923,99.935,99.894,99.981,99.825,99.563,99.855,99.549,100.4,100.572,100.99,101.469,101.798,102.034,102.123,102.109,102.113,102.136,102.17,102.203
Western Asia,104.607,104.502,103.341,107.36,105.609,107.342,106.875,105.609,105.847,105.554,105.76,105.352,104.666,104.838,105.296,105.398,105.446,105.428,105.47,105.598,105.695
Western Europe,100.285,102.858,103.87,105.161,104.31,103.821,104.505,104.402,104.261,104.174,103.934,103.628,104.643,105.214,105.276,105.107,105.017,105.034,105.048,105.057,105.062
Western Sahara,99.847,110.348,113.388,114.308,114.222,130.369,114.73,106.065,106.09,105.69,106.053,106.749,105.198,104.42,104.098,103.196,103.037,103.188,103.395,103.559,103.784
WORLD,104.351,104.724,104.461,104.624,104.43,104.701,104.797,104.61,104.475,104.224,104.335,104.886,105.961,106.711,106.962,106.914,106.629,106.281,105.951,105.683,105.474
"Yemen, Rep.",103.875,103.89,103.986,104.323,103.777,103.267,105.151,105.522,105.451,106.594,106.159,104.957,104.084,103.555,103.228,103.107,103.087,103.075,103.091,103.186,103.313
Zambia,97.637,99.649,101.524,102.478,101.113,99.47,99.76,99.797,99.934,100.315,100.373,100.529,100.573,100.498,100.418,100.298,100.226,100.219,100.24,100.286,100.33
Zimbabwe,100.898,102.389,102.822,102.251,100.786,100.001,99.915,100.316,100.431,99.706,99.335,98.669,98.514,99.681,99.946,99.863,99.735,99.621,99.607,99.679,99.839
