15-49 yrs sex ratio,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Oman,103.22,97.179,92.992,90.627,91.797,104.261,126.461,140.411,155.904,188.186,167.088,148.547,140.532,131.61,124.91,122.459,120.203,115.889,113.009,111.953,110.615
Pakistan,134.886,129.84,123.819,118.661,115.093,112.232,110.004,108.273,107.441,107.29,107.08,106.735,106.393,106.346,106.341,106.312,106.258,106.193,106.119,106.097,106.039
Panama,107.42,105.935,104.845,104.603,103.904,103.539,102.86,102.627,102.115,101.709,101.679,101.816,102.162,102.498,102.785,103.115,103.354,103.547,103.741,103.911,104.086
Papua New Guinea,113.7,113.74,113.309,109.642,109.642,107.812,114.684,108.588,103.911,101.968,101.288,101.136,101.646,102.396,103.585,104.961,105.66,106.039,106.386,106.721,107.074
Paraguay,93.548,93.214,93.571,95.537,98.43,101.178,103.269,103.893,103.455,103.274,103.128,102.478,101.775,101.412,101.289,101.324,101.372,101.495,101.664,101.813,101.956
Peru,102.44,102.403,102.375,102.361,102.352,102.319,101.98,101.535,101.139,101.206,101.232,101.295,101.426,101.578,101.758,102.021,102.298,102.597,102.915,103.212,103.462
Philippines,99.613,99.351,100.151,101.825,102.339,102.89,102.957,102.748,102.662,102.288,101.915,101.994,102.121,102.606,103.019,103.462,103.873,104.274,104.618,104.896,105.127
Poland,91.197,93.091,94.743,96.501,98.507,100.497,101.709,101.951,101.775,101.769,101.404,101.537,101.824,102.06,102.371,102.944,103.623,104.319,104.747,105.018,105.083
Polynesia,102.483,103.424,103.212,103.526,103.644,106.435,107.911,108.359,108.233,106.856,106.474,106.42,106.395,107.003,107.506,107.663,107.629,107.629,107.427,107.196,107.112
Portugal,94.692,95.465,92.825,91.825,90.948,91.46,95.682,97.144,97.422,98.062,99.026,100.098,101.083,102.02,102.706,103.321,103.834,104.145,104.331,104.522,104.626
Puerto Rico,98.363,94.932,91.604,89.208,90.637,92.196,91.174,93.043,92.376,92.696,93.346,94.619,96.665,98.675,100.262,101.599,102.927,103.61,104.085,104.317,104.509
Qatar,103.982,140.472,163.912,218.421,273.852,314.89,225.746,278.777,271.936,243.656,224.246,357.342,402.222,361.333,361.076,344.163,322.809,297.184,275.431,260.317,250.985
"Korea, Rep.",94.246,96.789,99.581,100.78,99.638,101.626,102.613,103.295,103.797,103.851,102.615,102.433,103.611,104.119,104.753,106.268,107.886,107.978,107.738,107.528,107.62
Moldova,88.253,87.49,86.161,85.578,86.04,90.342,93.06,93.95,95.006,95.73,96.38,95.919,96.358,96.855,96.593,98.3,99.361,100.532,102.515,103.817,104.48
Reunion,98.073,93.535,94.477,95.889,93.969,94.282,96.567,97.452,98.174,97.531,97.509,97.861,97.893,97.861,99.202,100.48,101.039,101.056,100.951,100.916,100.93
Romania,95.022,94.938,95.867,97.714,99.88,101.59,101.582,101.819,102.45,101.799,101.755,102.109,102.654,102.942,103.396,103.845,104.191,104.536,105.091,105.299,105.44
Russia,72.446,79.047,83.223,89.211,93.452,97.016,99.264,99.276,100.629,99.597,98.49,97.595,97.256,97.134,97.266,98.098,99.291,100.65,101.93,102.645,103.007
Rwanda,97.858,97.845,97.843,97.841,97.653,97.555,90.04,91.447,92.143,89.218,90.541,92.869,94.434,95.12,95.674,96.108,96.104,95.98,95.89,95.81,95.837
Saint Lucia,98.345,102.672,87.568,85.18,82.885,87.627,92.444,94.576,96.577,96.249,95.917,95.313,95.538,95.836,96.439,97.481,98.205,99.029,99.825,100.004,100.373
Saint Vincent and the Grenadines,81.828,81.313,81.179,80.324,82.9,86.406,92.027,95.791,102.241,103.61,104.918,105.096,104.36,103.646,102.799,102.327,102.122,102.178,102.204,102.144,102.086
Samoa,100.367,103.247,103.99,104.31,103.6,106.35,109.933,113.776,114.2,111.239,112.365,114.372,114.777,115.553,116.215,115.889,115.006,113.311,112.672,112.721,113.065
Sao Tome and Principe,149.257,149.253,150.316,122.436,101.202,99.356,97.242,95.892,95.645,96.513,97.677,98.246,99.464,100.645,101.055,100.894,101.094,101.105,101.064,101.03,101.067
Saudi Arabia,104.434,104.167,103.903,106.576,110.525,120.111,137.94,149.219,149.369,150.053,144.254,138.765,129.14,121.8,115.656,111.485,109.241,108.3,108.355,108.58,108.768
Senegal,100.484,102.196,103.697,104.866,106.102,105.974,103.22,101.005,99.446,97.727,96.862,96.73,96.925,97.229,97.574,97.938,98.23,98.461,98.663,98.86,99.057
Serbia,96.955,96.48,96.376,98.198,99.415,101.303,102.148,102.627,103.722,103.713,103.26,102.808,103.306,103.924,104.7,105.245,105.898,106.574,107.144,107.484,107.586
Sierra Leone,96.767,97.754,98.38,98.077,96.254,94.671,93.052,91.813,91.093,90.587,90.829,91.823,92.658,93.694,94.982,96.082,96.97,97.674,98.306,98.919,99.424
Singapore,117.388,119.939,118.158,108.797,105.57,104.716,104.764,104.649,101.418,101.677,102.023,102.513,103.361,104.524,106.194,106.764,106.766,106.698,106.703,106.814,106.888
Slovak Republic,94.883,95.62,96.677,98.278,99.369,100.142,100.825,101.201,101.754,101.685,101.91,102.357,102.708,103.065,103.464,103.851,104.262,104.582,104.953,105.188,105.378
Slovenia,90.022,91.33,92.838,94.887,100.103,103.468,102.157,102.614,103.419,104.61,104.406,103.805,104.509,105.506,106.183,106.514,106.398,106.536,106.687,106.731,106.689
Solomon Islands,122.872,117.391,111.538,107.563,106.542,104.727,103.59,102.485,103.746,104.655,105.633,106.583,107.66,108.652,109.069,108.857,108.62,108.493,108.277,108.116,108.008
Somalia,101.037,100.108,99.499,99.162,98.426,97.921,97.543,97.35,97.547,97.687,97.737,98.01,98.193,98.433,98.712,98.953,99.15,99.262,99.356,99.453,99.509
South Africa,102.915,102.006,101.19,100.402,101.421,101.989,101.325,100.973,99.504,97.912,97.834,99.23,101.652,104.004,105.897,106.503,105.989,105.396,105.142,105.207,105.416
South America,100.843,100.682,100.377,100.178,100.035,99.993,99.998,99.73,99.349,99.014,98.974,99.053,99.275,99.64,100.082,100.555,101.009,101.362,101.687,101.965,102.222
South-Central Asia,112.376,111.289,110.441,109.687,109.249,108.771,108.184,107.959,107.888,107.446,107.167,106.808,106.641,106.587,106.588,106.6,106.641,106.701,106.692,106.597,106.519
South-Eastern Asia,101.514,100.711,100.023,99.52,99.779,99.931,98.505,98.793,99.145,99.623,99.823,99.882,100.214,100.667,101.304,101.965,102.528,103.063,103.37,103.512,103.654
Southern Africa,101.894,100.932,99.818,98.774,99.704,100.241,99.562,99.183,97.97,96.904,97.006,98.603,101.14,103.566,105.426,105.989,105.448,104.802,104.458,104.445,104.598
Southern Europe,95.251,95.506,94.811,95.368,97.48,98.858,99.995,100.929,101.421,101.385,101.4,102.355,103.301,104.434,105.203,105.668,105.948,106.177,106.413,106.579,106.674
Spain,95.418,95.832,95.157,95.189,98.836,99.902,100.739,101.363,101.785,102.015,102.266,103.747,104.63,106.181,106.859,106.885,106.748,106.785,107.051,107.249,107.37
Sri Lanka,122.797,118.149,113.644,109.823,106.727,104.242,102.996,102.264,101.385,100.995,99.537,97.862,97.706,97.786,98.64,99.78,100.833,101.423,101.6,101.703,101.811
Sub- Saharan Africa,98.536,98.428,98.281,98.169,98.23,98.32,98.335,98.258,98.127,98.14,98.402,99.158,100.012,100.675,101.058,101.162,101.113,101.056,101.017,101.001,100.98
Sudan,99.327,99.264,99.254,99.279,99.582,99.933,100.263,100.612,100.949,101.243,101.461,101.676,101.989,102.254,102.383,102.412,102.421,102.406,102.388,102.382,102.375
Suriname,97.959,101.852,96.667,96.215,97.287,98.882,102.162,104.494,104.925,105.024,105.221,104.405,103.49,102.257,100.929,101.179,101.944,102.734,103.892,104.757,105.827
Swaziland,95.151,93.294,92.597,86.958,83.939,83.729,83.114,80.06,78.407,84.544,87.236,92.5,97.043,101.014,103.256,104.28,104.17,103.135,101.707,100.845,100.594
Sweden,101.377,101.438,102.1,103.151,104.154,104.224,104.543,104.614,104.874,104.324,104.194,104.062,103.928,103.692,103.512,103.576,103.636,103.683,103.687,103.723,103.795
Switzerland,94.662,95.601,97.025,99.458,100.626,100.264,101.041,102.062,102.56,101.866,101.139,101.044,99.686,98.91,98.866,99.039,99.41,99.673,99.868,99.926,99.972
Syria,106.668,104.906,104.792,105.136,104.408,102.809,100.653,101.088,101.127,101.545,101.9,102.333,102.469,103.997,104.813,104.558,104.307,104.139,104.107,104.159,104.249
Tajikistan,87.854,90.794,94.209,95.135,97.279,101.212,100.334,100.827,99.484,99.437,98.995,96.284,95.998,96.739,97.865,98.822,99.736,100.373,100.836,101.047,101.203
"Macedonia, FYR",102.049,100.866,100.02,100.249,101.688,102.801,103.434,102.427,102.736,102.637,103.876,104.256,104.518,105.206,105.782,106.19,106.722,107.183,107.646,107.987,108.078
Thailand,101.276,100.517,100.79,100.328,100.163,100.01,100.11,96.813,99.164,97.623,95.982,97.411,97.82,98.832,100.579,102.111,102.801,103.098,103.327,103.719,104.071
Timor-Leste,107.685,107.885,106.032,105.116,104.597,104.212,101.655,100.041,103.784,104.712,106.274,105.041,104.976,105.363,106.127,105.199,104.575,104.079,103.822,103.724,103.643
Togo,95.94,96.166,96.754,97.102,97.319,97.583,97.816,98.025,98.189,98.209,98.351,98.719,99.27,99.791,100.113,100.265,100.348,100.444,100.553,100.679,100.78
Tonga,103.187,104.291,105.039,105.993,106.403,101.672,99.433,96.012,99.762,99.604,102.713,103.063,102.761,104.795,106.751,108.047,109.39,110.351,109.989,109.452,108.747
Trinidad and Tobago,100,100.613,97.904,97.714,94.986,98.24,100.518,99.639,97.768,97.655,97.738,98.084,98.455,99.046,99.641,99.827,99.756,99.682,99.687,99.809,99.977
Tunisia,102.928,99.708,99.775,98.646,93.427,97.08,98.123,98.163,99.488,100.4,100.405,100.146,100.873,102.362,103.918,104.884,105.338,105.864,106.291,106.527,106.638
Turkey,102.831,103.525,103.723,106.49,103.071,105.467,102.827,102.601,102.793,103.01,103.085,102.715,102.564,102.557,102.684,102.792,102.905,103.004,103.334,103.622,103.873
Turkmenistan,88.512,91.156,93.902,97.937,100.893,102.094,100.835,99.165,98.738,98.368,98.333,98.727,99.054,99.735,99.666,99.865,100.187,100.543,100.911,101.366,101.688
Uganda,99.317,99.151,99.26,99.227,98.884,98.806,98.826,98.922,98.752,98.738,99.951,101.743,102.477,102.177,101.46,100.904,100.416,100.024,99.747,99.558,99.438
Ukraine,72.737,77.516,80.424,85.34,89.711,93.675,96.26,96.301,96.892,96.861,96.982,97.447,98.153,99.041,100.071,101.217,102.245,103.096,103.915,104.539,104.843
United Arab Emirates,103.978,103.711,103.458,176.158,230.709,344.928,330.942,244.026,254.823,254.249,265.028,255.171,238.741,237.156,232.17,224.191,226.158,227.885,228.707,229.925,230.173
United Kingdom,99.602,98.749,99.278,101.689,101.324,102.389,102.361,101.641,100.801,99.805,99.321,100.015,100.917,102.63,103.89,105.151,106.17,106.9,107.338,107.502,107.54
Tanzania,95.313,95.336,95.352,95.403,95.916,96.44,96.919,97.358,97.675,97.985,98.681,99.825,100.831,101.376,101.51,101.512,101.513,101.477,101.445,101.423,101.357
United States,100.097,98.886,99.354,99.59,99.279,101.1,101.156,101.031,100.783,100.614,100.906,101.447,102.151,103.199,103.982,104.589,104.941,105.184,105.345,105.393,105.356
Virgin Islands (U.S.),101.753,102.408,101.629,101.595,100.349,91.561,87.885,90.219,91.54,89.782,87.595,87.468,88.1,90.23,92.932,97.418,101.074,104.485,107.591,110.25,111.477
Uruguay,104.695,102.803,101.181,100.555,100.345,100.296,97.99,97.21,97.333,98.28,99.088,98.967,99.731,100.53,101.38,101.917,102.438,102.825,103.063,103.204,103.374
Uzbekistan,86.532,89.204,92.322,94.368,96.51,101.094,101.138,101.004,99.316,99.016,99.164,99.706,100.256,100.937,101.508,101.814,102.081,102.437,102.717,103.039,103.3
Vanuatu,110.418,110.154,109.92,109.859,111.118,110.338,108.428,103.766,100.252,100.307,100.667,101.472,102.327,103.152,103.933,104.941,105.421,105.507,105.553,105.509,105.661
Venezuela,102.39,104.062,105.209,104.004,102.928,102.933,103.075,102.581,102.301,102.047,101.634,101.376,101.269,101.284,101.373,101.518,101.735,101.997,102.257,102.483,102.68
Vietnam,100.923,100.812,100.525,100.102,99.85,99.482,90.921,93.438,91.034,94.395,97.218,98.539,100.654,101.903,102.857,103.738,104.441,105.151,104.984,104.256,103.884
Western Africa,98.84,98.954,99.006,99.024,99.093,99.188,99.696,99.168,99.129,99.431,99.644,100.095,100.545,100.949,101.325,101.534,101.657,101.782,101.86,101.906,101.914
Western Asia,100.206,100.393,100.935,103.345,102.788,105.214,106.438,108.144,109.415,109.925,109.941,110.137,109.6,109.057,108.577,107.904,107.544,107.305,107.351,107.525,107.676
Western Europe,90.323,91.867,94.321,99.056,101.333,104.014,104.18,103.545,103.555,103.452,102.659,102.268,102.582,102.864,103.161,103.63,104.053,104.397,104.557,104.581,104.564
Western Sahara,98.469,117.375,127.753,132.252,133.715,125.885,124.197,118.855,116.216,114.509,116.07,115.162,112.917,110.881,109.578,107.659,105.866,104.574,103.833,103.532,103.518
WORLD,101.188,101.586,102.081,102.997,103.383,104.041,104.064,103.944,103.816,103.5,103.276,103.363,103.701,104.201,104.73,105.208,105.59,105.882,105.998,105.908,105.739
"Yemen, Rep.",103.705,103.045,102.251,101.593,98.128,94.281,96.859,99.509,101.757,102.065,102.659,102.845,102.866,103.059,103.058,102.738,102.403,102.181,102.079,102.087,102.182
Zambia,96.999,97.761,98.27,99.027,98.901,99.014,99.149,99.104,98.957,98.765,98.698,100.276,102.022,102.77,102.584,102.196,102.026,101.823,101.658,101.571,101.451
Zimbabwe,99.778,100.375,100.613,100.551,99.94,99.539,98.781,99.159,98.859,96.392,94.125,93.715,96.128,100.613,102.446,102.399,101.951,101.757,101.546,101.281,101.042
