Suicide 0-14 all age adj,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6395191,0.4484531,,,0.2556845,0.6722593,0.744598,0.6430064,0.3994359,0.4696271,0.3100752,0.8194983,0.5016541,0.3531954,0.5653284,0.7866866,0.7571528,1.010563,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4273683,0.4888157,,,0.418148,0.6051328,0.5609815,0.7668761,0.6749167,0.5902755,0.7553733,0.733947,0.7557341,0.6823767,0.7276376,0.7608653,0.6710525,0.6747764,0.8253757,1.063981,0.7946445,0.6749921,0.7120093,0.7896426,0.6793913,0.5279348,,
United Kingdom,0.0394371,0.0798169,0.0298616,0.0586929,0.0475186,0.0830801,0.0531921,0.0327202,0.0236667,0.0311543,0.069467,0.0308272,0.0727985,0.0503463,0.0598567,0.0259805,0.0346945,0.060102,0.0421035,0.090846,0.0161125,0.0388683,0.0379314,0.0815713,0.0217509,0.0497992,0.0636244,0.0493742,0.0639612,0.086262,0.0219772,0.0608419,0.0679194,0.0778906,0.0406351,0.0423315,0.0356811,0.093667,0.0581514,0.0291495,0.0191788,0.0469754,0.0183965,0.1264293,0.1170749,0.0897578,0.0535186,0.0617268,0.0520064,0.0426669,0.0762579,0.0592404,0.0840121,0.0337707,0.0425276,0.0689033,0.0613716,0.1243038,
United States,0.1120594,0.1491084,0.1100563,0.1513672,0.0927401,0.0937278,0.1268232,0.149402,0.1629349,0.1746762,0.18191,0.1409391,0.1912235,0.1892295,0.1640406,0.1804037,0.1965994,0.2001778,0.1918215,0.2180357,0.2099603,0.221024,0.1880543,0.2476463,0.2988386,0.2708243,0.2681324,0.3209638,0.2665051,0.2713736,0.256968,0.3023868,0.3656805,0.3729005,0.4370355,0.5349408,0.5062073,0.5008735,0.4801572,0.4654707,0.5086199,0.4953642,0.570621,0.5704632,0.5651046,0.5861444,0.5236147,0.5304483,0.553804,0.4107105,0.492089,0.4401513,0.4113772,0.388826,0.4436988,0.4292545,,,
Uruguay,,,,,,2.101564,1.246622,0.4778748,0.4654182,0.3044361,0.4545306,,,0.7196043,0.1415213,0.4195096,0.4179747,0.2734607,0.5401826,0,0.5262328,0.7978866,0.2608244,0.4913956,0.3990008,0.2570186,0.5116073,0.2633291,0,,0.4059461,0,0.1332479,0.1323318,0.2514395,0.3784871,0.2497025,0.2466307,0.2446849,0.2417461,0.7155011,,,0.7485377,0.3812985,0.2554776,0.6519245,0.256949,0.5096587,0.5013983,0.5022271,0.4949641,,,0.8617428,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5109271,0,,,0.461342,0.7402189,0.5790598,0.7951212,0.9969339,0.8768787,0.784584,0.7544538,0.694854,0.4264766,0.526596,0.5772572,0.508972,0.641977,0.8074041,0.7262826,0.8419996,0.6919138,0.5675996,0.333845,0.4051319,,,
Venezuela,,,,,,0.0951761,0.5511242,0.2215545,0.2826349,0.3847936,0.3728104,0.2806622,0.3462058,0.1007651,0.3792818,0.5004684,0.3025464,0.6989722,0.3993874,0.4913428,0.4808636,0.7081377,0.4435174,0.3654201,0.3381789,0.2898488,0.2847518,0.3214421,0.1953307,0.2591186,0.2283365,0.2445599,0.1554478,0.2039856,,0.1149083,0.2713008,0.1244703,0.3654966,0.4429615,0.3765261,,0.3723183,0.2728876,0.4730762,,0.3980848,0.5840358,0.5231794,0.3680624,0.4243926,0.5427507,0.625439,0.4686575,0.4570179,0.3848406,,0.27585,
Czechoslovakia,,,,0.2745085,0.2562238,0.1583996,0.3221133,0.5183161,0.8570126,0.6466895,0.8117644,0.6083546,0.5293383,0.5059063,0.4534405,0.7597201,0.8649789,0.9032046,1.116175,1.261234,1.230701,0.9296764,0.9571574,0.7988116,0.7312263,0.9596649,0.6244287,0.5349344,0.6002291,0.4275336,0.6456165,0.3362627,0.352425,0.3145137,0.2978881,0.2830648,0.3702666,0.2402739,0.6166514,0.4043407,0.2678699,0.6311805,,,,,,,,,,,,,,,,,
East Germany,,,,,,,,,,,,,,,,,,,,,,,,1.099396,1.136574,,,,,,,,,,,,,,,0.3291588,0.4651557,,,,,,,,,,,,,,,,,,
West Germany,,,0.3978875,0.4184305,0.4595115,0.5142019,0.5394121,0.4396031,0.5354666,0.4133107,0.4434921,0.2937122,0.4435715,0.3459297,0.4104917,0.4681953,0.5211543,0.4072261,0.4934919,0.5929669,0.6566687,0.5350246,0.4052212,0.4470595,0.4999219,0.5102349,0.6584175,0.6112471,0.6918856,0.5239197,0.5368266,0.7549783,0.6536703,0.7051691,0.489464,0.5686463,0.4168482,0.3740825,0.2903529,0.2217236,0.1724203,,,,,,,,,,,,,,,,,,
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4778377,0.5576402,0.7119358,0.5574505,0.6471742,0.6742904,0.8607566,0.8755026,0.8107145,,,,,,,,,,,,,,,,,,
Yugoslavia,,,,,,,,,,,,,,,,,,,0.5361838,0.4495998,,,,,,,,,0.4319507,0.505842,0.6232672,0.7669062,0.7667094,0.3847191,0.5815076,0.4498877,0.7848364,0.4431714,0.3893511,0.4950567,0.5125573,,,,,,,,,,,,,,,,,,
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2919697,0.2089446,0.2950177,0.4260438,0.3306769,0.3416423,,,,,,
