"Inflation, GDP deflator (annual %)",1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.877306505,6.986030728,7.935334033,134.7495244,830.1595664,754.427956,180.8749299,42.03108918,35.34290788,19.30964121,9.077506318,37.57449973,27.18221533,7.332355163,2.02544375,3.974973838,5.108425993,7.128622256,9.391617803,14.87655226,22.21598836,4.035303868,11.02248115,15.82417995
Lao,,,,,,,,,,,,,,,,,,,,,,,,,64.81468776,51.11545871,14.42771673,25.84914867,55.26652112,37.90738076,12.97176039,5.993841483,11.18257934,7.700595512,19.68536442,13.72521225,19.35281673,84.5044589,127.9739664,24.79777661,8.868073803,6.318459331,13.45009562,10.69042854,8.640322479,10.80510123,7.438286006,8.863450638,-2.932073533,10.01845717,4.351403216
Latvia,,,,,,0.5885792345,-2.224170756,-1.203580005,1.730081746,0.55402961,-1.782496886,-0.2770883051,-0.8278698446,1.973625495,-0.6229393276,0.09833667296,-0.2662859325,0.7554433571,1.519120535,0.4786689114,2.737593289,2.286461247,-4.284849608,-1.541453449,-2.453383207,-1.376640084,-0.8491836619,0.1183000221,3.858099837,24.1360734,162.617632,932.5224245,53.69377751,36.24605216,27.52549612,14.86946971,6.965504598,4.602638404,4.373229025,4.185928079,1.695363015,3.608673669,3.565502334,7.00858657,10.17353042,9.877521823,20.29544717,14.38327941,-1.497111789,-2.315719341,5.422701955
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.99645551,15.50184839,51.53849343,119.9892876,29.10212878,13.80036621,10.589574,7.688769575,15.36162196,4.091298765,0.7394179922,-2.090103726,-1.632998318,4.971198728,1.571125484,0.9459130179,-0.6645572768,2.030216582,3.876887035,9.859347698,7.011630749,4.380006332,5.000000713
Lesotho,1.348907779,1.667446586,1.590654386,2.000486698,3.432339604,3.73699936,-5.764514154,4.067379536,5.723202557,1.981818881,5.985499112,13.9421205,6.965021363,9.820341562,24.7621714,4.542949526,7.478894311,16.54644105,2.428386021,41.45950313,12.57711545,11.68511532,10.23310721,4.855848535,14.163942,13.65090534,8.138793229,19.3077993,14.44399676,11.64925488,15.50240102,13.74663985,10.56977619,7.537956242,10.69755063,10.70582658,9.03735451,8.62670011,7.763380731,2.39152669,9.612430789,12.69580763,2.010881155,8.813248475,6.277161413,6.600208705,11.057954,13.24571843,4.948643544,4.18384826,4.368470478
Liberia,-5.751029782,2.933498029,2.040504839,3.9819095,-0.07119273497,-0.9964740002,0.02840435665,1.224420278,3.355322702,-1.318072743,0.7658508194,3.490002075,7.552786178,20.12853462,22.86595531,-1.898269181,11.0302165,1.675043355,9.91158138,9.479527508,1.203424704,4.602611529,-2.851845581,5.267152784,1.1854139,0.4728961791,16.84704778,8.957951417,3.270096759,-0.1673375986,5.544646681,-1.063218391,7.076101469,5.344360941,6.510688445,5.465554575,-10.00882403,3789.209453,0.917739561,-6.891737584,-5.418877716,0.3035193928,9.235101662,11.26510944,10.23723852,3.143161513,11.70043115,7.436566201,-1.233808958,6.392740093,9.936404489
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.41038517,3.497117401,48.47589494,8.161258604,34.97039359,24.53717875,14.93595063,14.30360918,25.37281917,-32.81440624,,
Liechtenstein,,,,,,,,,,,8.243709962,8.243710048,8.243710021,8.243710275,8.243709997,2.230428387,2.23042833,2.230428423,2.230428363,2.230428363,7.012714552,7.176862561,3.217655002,2.95143213,2.85520742,3.698224858,2.519539495,2.505307873,3.143825305,5.402445667,5.870129885,4.023552508,3.301886826,0.8523591477,1.795955366,0.8154188188,0.5147058649,0.01463059371,0.819192501,1.552524676,0.985855127,0.6508206068,0.6325555219,0.8101690101,1.163918521,1.054650052,6.905638898,-5.064789789,-0.4860107584,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3367818,942.3065299,306.1944738,61.63525355,54.20481526,19.02060278,11.84525442,3.234905746,-1.454135302,0.9372868032,-0.369949301,0.1827711983,-0.7772039223,2.537253224,6.614582372,6.536047118,8.499779424,9.772840809,-3.705780372,2.029189149,5.815705467
Luxembourg,-3.65861057,3.894667676,3.14595299,5.834324167,2.797435388,3.93299824,0.4309671863,5.016652769,5.293013802,15.08573435,-0.8141910813,5.788806976,12.20225047,16.98070724,-0.855300939,12.21568412,1.172205207,5.129984731,6.354425641,7.921358676,7.182008516,10.81138066,6.818695099,4.407485825,3.092484751,-0.08377308916,0.06302722162,2.776437246,4.020983926,2.513387102,1.822839724,3.729075179,5.972770255,3.542372222,2.332070294,2.97921892,-1.876746416,-0.4105372207,5.330012659,2.015407866,0.07944036637,2.099817925,6.036047988,1.799463877,4.614672985,6.706891236,3.644982803,4.403735765,0.1226785983,4.878106947,4.718877716
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,8.45036012,15.43086264,2.145142038,5.720037474,13.55074992,8.776503142,13.01681864,11.51501188,11.50977338,16.22960008,9.495710679,6.462845484,8.324111165,1.422711766,1.110100629,-2.800966341,-1.844001309,-2.021536096,3.849384016,-1.216377186,0.3079368601,2.012280371,5.747644192,7.840207534,8.861771975,10.84204899,0.6263408583,4.650429232,6.939348845
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.730426,1271.765712,442.1495607,151.8890942,17.09109761,2.865087371,3.929537569,1.391174876,2.738208947,8.178705532,3.610418751,3.448566844,3.000913589,0.790833374,3.774620146,3.279820584,7.432175876,7.485171881,0.6851026663,1.611285831,2.731821447
Madagascar,1.789455559,3.390928478,3.676858782,1.652713207,4.345048321,5.81727032,0.6737248584,0.9708512881,3.864346864,6.904562822,3.588168394,3.024334944,11.9008759,22.80443501,4.691046153,9.92709444,8.593907556,6.794867584,11.32652283,14.98687889,26.66612689,28.57579125,21.47212475,10.2588194,10.41994121,14.15963728,23.03182875,21.16269343,11.97707646,11.45836896,12.88436587,14.41502326,12.08151915,41.65314673,45.1234558,17.8390345,7.293515208,8.436683282,9.714659138,7.233168835,7.267082123,15.2758701,2.764595901,14.303811,18.30316743,11.47207953,9.61645317,8.882926446,8.417035873,8.072004826,9.442778099
Malawi,-0.472886993,4.195335258,5.674913941,-0.5910819189,3.707566133,0.207326492,-2.076579292,6.604855218,2.395707627,8.778850906,7.902491859,0.9244820115,9.313034003,18.2967804,8.192416395,10.03770756,13.37826954,0.2197821643,3.42145358,15.79276133,16.40573184,9.663261551,11.22977187,12.77205556,8.930832007,13.50928457,16.72386987,31.09180438,22.50948406,10.66083347,10.69237048,13.27642125,28.17466623,26.17187825,77.21958422,52.34560851,20.83484021,19.54848488,39.69077824,30.53395148,25.6224673,62.16465542,9.561729984,14.69958135,11.23191748,20.65632229,7.91103765,9.163705442,6.928857561,7.001706767,11.71476237
Malaysia,-7.758056386,-1.337227458,-0.8064902375,1.616552859,2.089196117,-1.287990698,-0.2208167784,-3.401576647,5.310839103,-0.3872625283,-0.4756074545,0.3549449281,17.85756084,12.72350176,-3.084696696,12.73039244,6.85736443,5.166074083,12.05948124,6.87267912,1.060163295,2.528443506,5.18971087,5.546167292,-1.509280305,-8.637826243,5.530740249,3.620027139,4.462772406,3.806748811,3.583934701,2.414996727,3.986372142,3.937405177,3.633481564,3.680777799,3.481943563,8.498714533,0.04546068294,8.855215344,-1.581873908,3.12888319,3.298932882,6.009282602,4.630272014,3.876825887,4.967273556,10.33636943,-6.899057162,5.091881989,5.888822675
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.481628762,2.208796592,-3.205750514,1.745749376,1.133809515,26.93385086,1.8807398,-1.456516783,3.017784317,0.6155669522,9.817343993,7.009716137,9.338464301,7.771784349,1.086959795,4.856825535
Mali,,,,,,,,21.08644744,3.589356167,6.029744635,6.695440112,6.472314205,3.957232723,4.818047327,22.98913831,10.94633762,8.06394645,8.56215119,11.42124507,16.30061544,12.43964092,12.69502219,7.910732503,11.29928294,16.19553794,-9.181521062,0.3972763797,-1.519776552,-1.217444564,4.862360558,2.037293797,1.971373836,2.625342096,27.89327605,18.42880991,5.446419963,1.000068914,0.01003272614,-3.21491909,5.602007862,-0.2971213802,16.04499444,1.28489544,-0.6140738572,2.448452996,4.09347044,7.057423975,8.807785888,3.519491524,4.201683296,4.26356612
Malta,,,,,,,,,,,0.63316295,-1.223264314,8.68676976,3.363707907,5.363246962,5.026702851,4.920539466,4.154976721,6.206483405,12.39256449,7.780338117,3.441700336,-0.3054875787,-0.1766462715,0.6365125881,3.517706733,3.051468373,1.859559401,2.147042056,3.151050834,3.350874095,3.554412684,2.854510726,3.561744004,5.462637809,0.3507473712,0.6664671634,0.3803551615,0.5898518748,4.177433108,3.281862992,2.7716875,3.534258642,1.225152143,2.559412267,3.043459318,3.094935605,2.576133217,2.557757616,2.927276059,1.58684435
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,7.378388641,3.510643259,4.107053558,3.685877,2.453865885,2.860103556,4.123309625,4.757003696,4.989840185,5.044296901,3.014047944,3.033708908,2.624640277,2.807180905,2.795932507,2.484368101,5.264176597,1.774401941,-2.975216906,-1.484842386,5.560609274,1.552962258,3.382103625,2.239327906,2.287316033,1.364358767,3.89343471,0.6816923193,2.18919062,1.529879166
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,0.6868103106,2.432663987,4.455238968,4.5340075,-2.065441346,4.143079181,2.381563594,-0.01158513033,-1.53887523,0.1281587389,6.271946631,7.122218393,16.51271659,12.68436855,15.00436553,6.030641156,6.386544394,2.489199014,12.23491814,6.54744901,7.265102944,10.08595789,7.255798765,10.91260671,10.24492582,7.260251729,10.46212778,5.383194878,7.976124855,2.642477533,41.41310561,5.741941707,11.91288477,11.09260138,2.841920049,1.857063705,12.07706338,16.47746393,5.495016951,5.403647936,5.037897025,7.954748865,7.791945936,11.75331704,9.555343173,18.45714491,4.589676298,-4.954073246,-5.858097735,19.35438202,9.702382998
Mauritius,,,,,,,,,,,,,,,,,8.579409417,10.75180062,17.93646661,26.56957029,10.86389943,8.865237598,8.436703483,7.463674187,8.199524687,8.022560833,12.91499734,10.88645765,11.04755805,10.12099638,8.564279105,5.355399159,9.220218048,6.555430263,5.403201602,7.002042676,5.120769363,6.964902541,5.28307354,2.085981264,7.099825041,5.853830863,5.714790129,6.090583907,4.258955829,7.091207047,11.69521039,6.54745964,-0.2058669565,1.819802661,4.309290843
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,3.243039921,2.746695868,2.925133287,5.895968565,2.06528652,5.080844537,3.0828622,1.048836189,7.074316306,2.632466528,6.296063481,6.485252673,13.42443674,23.11210095,15.62549816,19.35538224,30.46378513,16.0056475,19.63418223,33.40909959,26.00945834,60.92232727,90.47054908,59.09347829,56.74071262,73.61946507,139.6587585,112.7056062,26.52824948,28.13049291,23.25061944,14.41103367,9.493006232,8.47155185,37.87448915,30.74288417,17.68750079,15.38523088,15.09075398,12.10233983,5.878396006,6.956739096,18.94816974,9.06568677,4.543147164,6.690588492,5.629697745,6.334298309,4.40068887,4.033645258,5.500086402
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,2.76845108,4.199246128,4.727504582,4.949650002,5.101371221,3.030566511,3.012221307,2.615031312,2.390484131,1.639020347,0.5576409908,3.318510429,-1.149776057,1.129526494,1.21891629,0.06701369521,-0.3484079484,1.078298022,2.162756005,1.631411147,3.360784235,4.845237205,5.498954544,3.091487524,5.465313713
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51519215,139.8268062,945.0305232,860.4572388,276.4411218,38.73719698,26.93977631,12.55393572,5.598562338,44.87857542,27.33724116,12.08878411,9.828641151,14.86563138,7.976538351,9.343111625,13.43607567,15.83042702,9.279972359,2.159138699,11.06985681,7.437160753
Monaco,,,,,,,,,,,5.983841221,6.867038719,7.76504016,11.36296996,13.64988631,10.80857371,8.806831064,9.158778395,10.10257385,11.25731706,11.44262644,11.99148117,9.515161657,7.277082434,5.52667122,5.278883101,2.780449533,3.072778582,3.308386255,2.640561225,2.539816162,2.135883892,1.550029344,1.345661857,1.307913431,1.604579485,1.014052148,0.9009181539,0.04624931198,1.400615495,1.648901587,2.380165079,1.878678867,1.589786241,2.034249292,2.82070979,2.477888566,-6.432696533,0.519258185,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,1.981420023,0.9042502244,-3.08759362,-1.448060668,-9.172360074,0.8097885651,0.9309882873,7.147738626,23.24292564,93.31995061,173.6906827,318.8972257,64.31938834,60.27242541,10.80757271,21.67213424,-1.931796991,10.88175699,11.99969138,10.44854466,6.369687349,10.23657454,16.69147301,20.09843877,21.98677158,11.62856765,21.44875375,1.826703689,20.03329976,9.756541252
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2036318,3.060762962,8.320586184,5.91519021,4.314445464,9.020897067,12.67994806,7.684801415,2.447860711,1.582849442,2.85
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1.908921231,4.402358054,6.488341537,3.972261179,3.387964289,-0.9648040023,-3.745040575,-2.277979864,3.008154316,3.467698387,4.065197476,3.584219923,6.039392938,23.89823592,0.931315882,4.976593919,10.77096656,8.417213271,7.344609085,15.22065231,9.706018303,7.226855853,7.320807252,8.606780033,8.41856065,10.31707533,3.921910351,5.322001216,3.960662485,5.485992299,6.530240097,4.437185278,3.647498691,1.55796347,7.954631634,1.019425998,1.959000276,12.15885272,0.8149164122,-0.6044245185,0.7830636542,1.108716193,0.730121089,1.017766541,1.465621367,1.533149743,3.927440803,5.8643699,1.500575302,0.6471344544,1.465040917
Mozambique,,,,,,,,,,,,,,,,,,,,,4.08059317,17.45968431,13.03277744,17.67564743,33.14977864,12.70975824,181.449997,48.32549036,47.3755915,34.05503785,61.05977782,35.0389955,45.91547411,55.7169777,51.1673652,64.85368375,8.973625016,5.393394592,4.379615942,12.02914497,14.8803653,8.356536163,5.216040298,7.47294167,7.611753734,11.74545599,7.383223589,8.354746165,4.158214997,10.00139549,11.05925659
Myanmar,1.449436963,0.6008477204,0.9437831072,-3.71634107,1.69110316,3.555210921,15.99159135,1.692843696,2.762252386,-1.428608923,-2.30943312,0.755486424,10.00483119,56.5208956,16.49666785,10.12871576,1.921799175,0.7973565323,5.616649899,1.235183685,4.425183765,3.374468502,1.957338801,2.51788875,1.567250953,6.554509548,21.2384216,25.19562122,57.68447796,18.53959542,23.74884474,21.74546539,36.24942844,22.0801505,19.60084363,23.03749309,33.79422446,35.82523976,22.64049005,2.461794057,24.84439132,41.50893694,20.4965318,3.530716909,,,,,,,
Namibia,,,,,,,,,,,,,,,,,,,,,0.465571982,14.79204355,11.73799998,11.86048798,25.25293565,10.3646538,9.035411822,21.79412665,15.46564243,4.270650264,4.621465491,9.707931473,17.29484001,15.67179704,5.689789556,14.48291641,7.075575728,8.590462124,6.494379567,26.71946419,11.25817071,10.73004708,1.007268279,1.903281149,5.528131999,9.273093141,9.044883509,13.66573485,4.197803556,1.034994236,5.568599929
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,2.687999876,5.897090825,3.569924394,1.194718945,12.88519414,15.21881401,-5.667665499,11.06582674,6.563831696,7.048330359,3.172175891,12.50268411,-3.397305605,20.82566887,27.52274718,0.5440421361,-3.564821439,9.371206779,9.978363405,7.609546899,7.937356247,9.347409793,12.28869098,6.377949965,11.42183272,14.39257011,12.69680186,11.81531021,11.25837288,10.71588515,12.54463821,18.48909464,10.7749093,4.815986187,6.300861536,7.823035561,7.279093006,4.10785066,8.887047447,4.472433701,11.01739974,3.934622497,3.070304961,4.166427157,6.11939041,7.360039271,7.603288945,5.619854525,15.90827129,15.2343571,10.43415058
Netherlands,5.264058181,0.7587136357,4.699470325,8.677988753,3.371800224,5.98328851,4.207618676,4.196662444,6.40997201,6.170203848,8.775641882,9.245642448,8.772722461,9.087718687,10.63930316,8.853596208,6.391145979,5.369242113,4.073659923,4.261286317,6.390092267,4.623655281,1.389072483,2.307108445,0.8658834872,0.21170019,-1.047634405,0.8196379509,1.3479372,1.559844756,3.117146515,2.495734561,1.597444318,2.062741626,2.064680522,1.297353056,2.639628383,1.911760678,1.778870766,4.122186181,5.098876769,3.825567271,2.17871934,0.7325611378,2.428214274,1.767599226,1.848450933,2.129038303,-0.4029937205,1.311839514,1.140008266
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,7.008143127,4.022405938,4.760261057,11.0013057,11.31864887,7.51288431,7.764086398,6.564977407,12.62827103,7.112224002,6.541881323,5.867217493,-15.51090352,35.0575533,12.59887241,13.7443497,9.84347141,7.76906594,8.839672211,5.650584351,9.422900667,1.702884843,2.559240236,1.718431939,-4.635603934,3.630409061,2.841715951,2.715282903,2.891693714,1.331530992,1.422278083,2.058456281,0.2068392975,0.09899383582,-0.6162601936,,,,,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,13.03530985,14.39524505,15.47110088,16.28896701,12.25045895,8.450538122,7.611171833,14.51954013,17.36263977,10.73184899,7.730941817,5.260971604,2.46448771,1.114070202,1.96387386,1.65032944,1.874409898,1.962747954,1.349551933,1.945590745,1.396590244,0.7956560722,2.994160261,3.778665524,0.2184897761,2.47724602,3.173610787,2.237533569,4.23516764,4.935061831,3.404254572,1.686363672,3.486782259,
Ngorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,0.04339775068,-1.251918426,0.4272764028,5.0731476,1.322724061,3.661066806,1.266337669,4.489959326,1.171810263,2.438735203,3.031656989,4.250734604,16.66420835,21.79128607,4.732033566,10.43400246,11.85247104,3.771266468,31.65848093,36.978628,11.72111866,16.74571589,11.00198743,38.96199866,167.1889707,281.4601959,523.0809523,13611.63482,4709.254606,5018.108423,4523.698052,23.66639533,20.38945275,80.12137001,13.39278574,9.606961344,9.778098161,14.02838815,9.226580325,8.565922047,7.241464452,3.248447933,5.331186361,9.050871373,9.866858616,8.229416649,9.671438087,15.00295669,3.911405364,6.590584361,11.09104914
Niger,3.393850551,-0.8427925404,0.7614959272,-0.7190017614,8.07681789,4.957885145,-5.219075059,-3.419814238,8.443112379,7.136643793,0.5998329044,3.361177393,35.83750422,7.647258983,-6.392802449,12.41635411,15.74779497,11.21135151,4.586519953,20.81911998,10.62826136,10.59682553,8.804221107,11.72490751,-5.904038216,-4.207384852,1.698509369,-5.324777295,1.423209933,-1.598246644,-5.138194119,1.100128166,-0.1422290746,32.71033532,5.422100289,4.732785408,3.09779291,2.999958481,2.002401587,4.51515572,3.984064313,2.997923115,-0.3439092457,1.492208579,6.569691274,0.3013355233,4.338127992,7.58330548,4.112334334,0.005912951766,3.570047726
Nigeria,6.257168411,5.565301453,-3.09475345,2.427807856,0.8644460687,13.19287149,-3.006705397,1.22054697,2.706306991,51.27848134,1.348034246,2.892868111,5.346836565,43.94636792,23.50079027,14.35318536,10.71375379,13.91474502,11.48876314,12.41966216,16.21315738,2.609245335,16.14077875,16.94666107,3.688683166,-1.498778557,50.08206949,21.37563051,44.3771469,7.160581085,20.17473986,83.62289493,52.63631952,27.76922028,55.96679327,36.89935054,1.361048659,-5.550901206,12.2865353,38.16877575,10.73764081,31.47394635,11.19553481,20.72767544,19.76066128,19.55830694,4.809425374,10.96587281,-4.459968536,9.313146383,15.05325074
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,2.647625239,4.766422313,3.392698463,4.722132717,4.774634855,3.977081718,2.964975426,4.423876853,4.195537622,12.81085726,6.360122149,5.508597599,8.682301766,11.32512908,8.859353405,7.796486098,8.152751128,6.238375488,5.707920021,13.16291434,12.91083544,10.49218925,6.959379516,6.184281434,5.154204159,-0.6689544494,7.196036821,4.870074836,5.64753866,3.823174029,2.183077666,-0.7151619225,2.289867876,-0.2086489075,3.040692036,4.179206751,2.799751136,-0.7692018343,6.615160909,15.65120894,1.732079389,-1.773445769,2.896825079,5.892906717,8.937638492,8.663097714,3.028038806,10.95065953,-6.381515593,6.351168488,6.280434148
Oman,2.002152883,2.600154986,1.852477849,3.193901486,1.806251249,1.782419713,-3.542615393,11.51658116,1.112974224,-6.229500246,16.09206201,2.480974301,40.3094891,200.9863679,2.37423738,1.300028397,6.000092929,3.802280855,30.58227749,51.10502924,3.679861146,-6.720212414,-9.99902232,-4.718300213,-0.5120019462,-20.63470474,11.17785129,1.318968186,0,24.84092362,-8.498091948,1.273075945,-5.389372732,-0.4504552778,1.756166564,7.415750407,-2.235234064,-13.35240178,11.67457116,19.98445617,-6.579608284,-2.014658245,7.124469114,10.76962883,20.44503812,12.87780983,6.60169594,28.1446842,-23.46299941,18.68756937,17.61514832
Pakistan,3.1964539,-0.07708374682,-1.312199487,5.040124413,3.879079184,3.874053541,8.626580636,1.898539903,1.139273178,4.306904944,5.241239083,6.209193991,15.54370619,25.43682684,24.03610869,11.8558235,9.094894658,9.034884081,6.588053279,9.062117371,9.913532847,9.371654189,5.274081912,9.65354905,4.534944517,3.29200504,4.51819887,9.617561416,8.585054851,6.451997978,13.0613959,10.05708449,8.696474174,12.88933256,13.87464364,8.373609998,13.38351463,7.5260369,5.862286179,24.89115055,7.891155227,2.463092886,4.43839749,7.749247242,7.026466696,10.46028021,7.653086862,16.24451462,19.91244939,11.96286489,18.94285115
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.048804739,4.975102382,2.552283193,2.812821344,2.91164544,2.277798345,1.595758288,2.252814622,5.304213368,2.664098604,-0.6966654097,4.093154926,3.742632766,3.20937818,4.555125,2.742980999,6.5,1.1,2,-0.7561436673
Panama,0.6939895602,0.4601873713,2.225879598,2.727981354,0.6436928539,1.336124482,2.576433737,0.6096916379,1.127021873,1.045927399,2.904781453,5.068110166,8.514735301,11.56289325,10.24903793,4.48920731,4.816567693,8.038773901,9.520899879,33.69156096,3.643091852,4.871658126,7.497747599,1.629140765,0.8086850321,0.339034901,2.288672114,-0.1925560706,-1.275624436,0.5652057024,0.4927942823,5.061060359,3.55470569,3.6797446,0.4667071517,14.68685087,1.608157672,0.9994437786,0.8410661259,-1.248207547,1.029042638,1.671191772,1.131104926,1.965003678,1.748322055,2.106279823,3.023581355,5.529997879,1.44688683,2.681130947,3.582929648
Papua New Guinea,0.0362745272,0.2865024103,1.525724311,1.899995854,2.231605034,7.360654095,8.557460034,5.249289475,4.937541249,5.65136844,3.413524801,7.132567064,19.73750677,8.920027487,2.269313299,19.71806318,7.437818973,-2.030473853,16.09984294,7.091315592,-1.303600384,3.678800489,18.65995884,7.438293615,1.620138276,1.356871022,7.971599829,7.924234371,-2.540651895,4.138232204,6.994853555,2.875982275,-2.495801944,7.253088217,15.8513309,1.811877156,8.426362045,14.54385428,11.06889437,13.10241774,6.913914169,12.29043128,5.539338096,-1.992372098,15.92879176,9.907852049,2.35479717,7.830171568,-4.265402844,9.259259259,9.174311927
Paraguay,7.511313397,12.72492647,2.467234016,2.388008929,3.098862489,3.819957879,-2.547965098,1.861864347,3.209783742,1.914480936,5.997719461,8.716979357,20.76283105,23.75126884,6.606715455,5.036626149,11.00615205,9.882986081,19.86257684,16.71327188,16.33235019,5.108422514,14.43558551,26.9382946,25.23698871,31.55987891,30.33252312,25.15241362,31.23422219,36.27942722,24.8197345,12.91230714,19.33845853,6.286750144,13.56918618,13.13822689,4.312967661,11.04285829,6.978826358,12.14359305,5.180362407,9.03053259,19.08773468,11.7967322,8.102632911,8.504270817,10.22756206,13.18710526,0.1898297097,6.303643286,10.4009291
Peru,3.100495017,4.624604387,5.629079902,13.50175948,13.00818055,9.159620958,10.19772554,18.0573224,7.846510681,9.366713028,7.059667048,7.762415505,13.53837578,15.37768653,23.2542865,29.0595127,35.66853392,58.96198668,73.50673869,65.89812025,64.833654,65.17828892,104.03893,109.9298016,166.3389586,73.50923452,84.68507445,372.5209205,2927.842495,6836.880591,379.8859787,69.18118133,47.06667708,26.15125236,12.94911677,10.57319026,7.538194484,6.253212008,3.944580225,3.660462989,1.432209384,0.4722139186,2.756150651,6.1841117,2.955293187,7.218231076,1.930888121,0.71957915,2.177194229,4.49134447,4.680890229
Philippines,3.04411704,6.790423476,8.567073408,4.510997768,3.976509858,5.33479317,1.963389335,6.40814438,5.885735966,15.15550422,14.39921594,6.511741506,16.87134005,32.59974142,9.315827484,8.304539047,8.272875998,9.331739787,14.83954359,14.24994909,11.70313893,8.701224356,14.22188106,53.3359576,17.63285991,2.952878059,7.4981921,9.647022877,9.033063566,12.97128127,16.5268799,7.932658326,6.832158129,9.991314599,7.550870238,7.661037838,6.224392022,22.38172301,6.585053049,5.709799946,5.54947782,4.162229818,3.201335984,5.516871,5.828020679,4.949030524,3.090323839,7.549059634,2.773246711,4.222388865,4.246089114
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.25599487,38.62546703,30.64279631,37.23403485,27.97830992,17.91291824,13.92264314,11.06712062,5.986422285,7.252123421,3.47965753,2.245905184,0.3940003357,4.088734673,2.64337736,1.483336636,3.95598066,3.101620532,3.717932371,1.403469075,3.156740483
Portugal,1.411765824,0.6766959031,0.5678024929,2.008390048,3.872159461,5.263241178,3.936659776,1.672809046,7.397199076,1.934379953,5.01673116,7.804567764,9.466305614,18.86520595,16.23040733,16.27413758,26.40004768,22.34825444,19.43741954,20.90304225,17.60891265,20.69033146,24.60526121,24.67572405,21.73455675,20.45113315,10.09678176,11.16539184,10.51380482,13.14465047,10.08618655,11.44603166,7.376430022,7.277626908,3.428617652,2.34488088,3.926440277,3.792817346,3.29852932,3.251457311,3.573679162,3.740268953,3.005058247,2.472075441,2.524703097,2.781056689,2.829525793,1.581937472,0.9117111327,1.056239882,0.6625236749
Puerto Rico,0.636520487,4.156855254,0.9046537238,3.126852463,2.78895702,2.732734412,5.375411207,7.213590364,2.782900975,3.844669719,5.474193134,4.378444498,4.414589744,9.684744336,9.468752673,3.913732362,3.720446582,5.669981172,7.621354402,11.52196675,9.355987199,8.369552352,2.578274452,3.353041389,3.743593639,0.1070882529,3.591592407,2.936673011,2.895847718,4.321604874,3.123603807,2.576763407,1.886047495,3.178739287,2.773750988,3.911928063,1.331982349,6.360615341,1.472002392,3.295079723,5.505493538,2.549189637,4.417755566,2.748165041,3.687246181,4.199253665,5.167440588,6.755350206,5.20733808,3.24195172,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.42718807,3.05582361,17.4367563,11.37979289,26.28178437,18.51508937,11.43201128,22.84921482,-24.24942949,11.9087308,14.35218511
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
