Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Turkey,23.66064,23.72726,23.79751,23.86535,23.94047,24.02091,24.10812,24.20839,24.31877,24.43041,24.54882,24.66999,24.79153,24.91986,25.03051,25.14651,25.27038,25.39673,25.51746,25.6213,25.73719,25.82401,25.92331,26.03143,26.14951,26.28537,26.42238,26.56181,26.70371
Turkmenistan,24.36178,24.39382,24.4241,24.4529,24.48779,24.50808,24.53527,24.55679,24.57425,24.58731,24.59178,24.57935,24.55385,24.53719,24.49877,24.45991,24.41998,24.37632,24.34956,24.35392,24.37988,24.42746,24.49745,24.58993,24.70728,24.8375,24.97361,25.11037,25.24796
Uganda,21.26771,21.2759,21.30671,21.34758,21.36312,21.37401,21.38591,21.40204,21.42637,21.4581,21.49764,21.53288,21.55733,21.59188,21.6384,21.69042,21.73546,21.78184,21.83446,21.88065,21.92922,21.98402,22.04069,22.09274,22.1433,22.18915,22.23996,22.2968,22.35833
Ukraine,24.91605,24.92332,24.93381,24.94412,24.9525,24.95528,24.97105,24.98551,24.99758,25.01783,25.03725,25.0517,25.05866,25.0484,24.99754,24.93999,24.87676,24.82352,24.77336,24.73059,24.71955,24.73512,24.77167,24.83912,24.94095,25.05419,25.17695,25.30307,25.42379
United Arab Emirates,24.88388,25.0757,25.2388,25.36219,25.51162,25.63167,25.70268,25.79164,25.83178,25.90462,25.98216,26.06863,26.16562,26.2636,26.39207,26.51119,26.64237,26.76028,26.86474,26.97721,27.08488,27.17422,27.27616,27.39974,27.51332,27.61944,27.76261,27.90413,28.05359
United Kingdom,24.72216,24.78911,24.86057,24.93208,25.00774,25.08727,25.17483,25.26661,25.36885,25.47263,25.58043,25.68395,25.79325,25.90392,26.01879,26.12699,26.23783,26.34611,26.44777,26.55022,26.64648,26.74677,26.83783,26.92578,27.0162,27.10412,27.20432,27.29918,27.39249
United States,25.46406,25.57524,25.67883,25.78812,25.9069,26.02568,26.1374,26.25939,26.37687,26.49269,26.60827,26.71961,26.83609,26.95163,27.06838,27.1781,27.28376,27.39366,27.49846,27.60386,27.71039,27.80569,27.90479,28.00041,28.10039,28.19703,28.28959,28.37574,28.45698
Uruguay,24.24001,24.31948,24.3926,24.44209,24.49525,24.54516,24.59804,24.67024,24.73972,24.80593,24.86952,24.95229,25.05527,25.15742,25.26958,25.36804,25.47642,25.58248,25.68818,25.78625,25.86898,25.93469,25.96627,26.00585,26.06073,26.13136,26.20624,26.29256,26.39123
Uzbekistan,24.565,24.60077,24.62187,24.6478,24.6689,24.69832,24.72305,24.74603,24.77115,24.78287,24.78404,24.77866,24.75026,24.73165,24.71118,24.69517,24.67727,24.68203,24.69876,24.72082,24.75326,24.79418,24.83998,24.88965,24.95455,25.03331,25.12717,25.22226,25.32054
Vanuatu,23.20701,23.3299,23.46016,23.60431,23.75134,23.89466,24.03171,24.15571,24.27529,24.39727,24.52964,24.66287,24.79143,24.92541,25.05856,25.19282,25.32325,25.45811,25.59565,25.72398,25.85208,25.96032,26.05661,26.1606,26.27087,26.38887,26.51376,26.64903,26.78926
Venezuela,24.58052,24.69666,24.80082,24.89208,24.9844,25.07104,25.15587,25.24624,25.35274,25.43322,25.52678,25.63444,25.75528,25.87036,25.97218,26.08046,26.18272,26.29177,26.40105,26.50035,26.61021,26.71688,26.7921,26.85498,26.95162,27.05633,27.17698,27.30849,27.445
Vietnam,19.01394,19.03902,19.06804,19.09675,19.13046,19.16397,19.1974,19.23481,19.2709,19.31105,19.3515,19.39625,19.45212,19.51493,19.58757,19.66996,19.75854,19.84794,19.9358,20.02081,20.10343,20.18623,20.27145,20.36402,20.46585,20.57277,20.68655,20.80189,20.9163
West Bank and Gaza,24.31624,24.40192,24.48713,24.57107,24.65582,24.74148,24.82984,24.91615,25.00108,25.08593,25.17834,25.27187,25.37683,25.48893,25.61249,25.73496,25.87428,26.01468,26.15144,26.2824,26.39074,26.457,26.48925,26.51152,26.52924,26.54329,26.54449,26.5546,26.5775
"Yemen, Rep.",22.90384,22.96813,23.02669,23.07279,23.12566,23.16944,23.20933,23.25043,23.29401,23.33879,23.38236,23.42152,23.46544,23.51371,23.56154,23.61684,23.66973,23.72737,23.79152,23.85482,23.92467,23.99129,24.05692,24.12459,24.19204,24.25638,24.3212,24.37949,24.44157
Zambia,19.66295,19.69512,19.72538,19.7542,19.7807,19.80335,19.82396,19.85065,19.8832,19.92451,19.9668,20.00746,20.04096,20.07781,20.09502,20.09977,20.11009,20.12375,20.13349,20.15094,20.17261,20.20266,20.24298,20.29474,20.35966,20.43398,20.51422,20.5977,20.68321
Zimbabwe,21.46989,21.48867,21.50738,21.52936,21.53383,21.54341,21.54859,21.5459,21.55396,21.56903,21.58005,21.59694,21.5901,21.58547,21.59029,21.58986,21.60362,21.62721,21.65496,21.68873,21.72652,21.76514,21.79645,21.82499,21.85806,21.89495,21.93371,21.97405,22.0266
