Aid received % of GNI,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,3.364756559,2.608958866,3.98332223,4.482659511,7.553631524,6.431684077,5.98585167,8.901701647,6.429914618,8.39871411,8.216968569,11.23264698,14.59524737,14.78234749,11.4400759,9.720171805,6.790257981,8.529275497,8.746807457,8.535685703,13.80122516,17.13590008,19.19537226,18.33518442,15.73748735,13.47151979,13.32763703,12.85970563,13.42770256,13.31350439
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,0.9995135227,0.897090095,9.159602542,3.607873627,2.53156571,3.094080429,2.799167095,1.797921801,3.901577698,5.053500661,3.30675817,4.509609514,2.769215391,3.467635923,2.669157222,2.896629548,3.390199117,3.248567553,3.194465012,3.051441732,3.027722642,3.286483523,3.025657524,2.963210768,2.697873816,2.786554765,3.282601761,3.041659885,4.917298098,3.669666168,3.844741164,3.333583867,4.280017063,3.871733705,2.335039116,2.299212726,2.226682278,2.160930549,2.299571734,1.857419732,1.695614942,1.575163734,1.853021307,2.206360321,2.403405771,2.168473296,1.866080052,1.537430995,1.29183052,2.476035027,2.48692439
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,,,,,,,6.232047651,6.851163302,7.01875829,7.610814419,7.782361579,6.631525607,8.436571758,11.67525124,6.781455793,10.39228553,10.60377841,10.49303011,9.014758101,11.84495771,11.70648032,11.45961792,13.46482939,13.30942641,12.47578481,11.41099309,10.75813238,11.57911681,12.32310133,10.94724873,8.162312504,9.532750434,9.184099046,9.026415956,10.44524575,11.32314304,10.21747084,10.29951112,9.810707937,9.257269225,,,,,,,,,,,
Gabon,0.01483746289,0.3521316409,1.540795445,2.23824137,7.54760138,6.31820468,5.977880727,6.089132124,4.985052697,6.333154096,7.73538199,6.63091759,6.672636691,5.890105923,1.736346006,3.013151578,1.199698224,1.022223137,2.008244674,1.372180133,1.441379365,1.221433445,1.871482203,2.049533914,2.255646835,1.96195277,2.491261256,2.70690218,2.972859224,3.341654321,2.459171872,2.942942071,1.404291599,2.687474717,4.89681984,3.343249069,2.561549564,0.8422399562,1.12289795,1.162899545,0.2718498062,0.208879925,1.609343176,-0.1978752317,0.6659489578,0.7839758973,0.3548494241,0.5076438746,0.4897208021,0.783351861,0.9106124725
Gambia,,,,,,,8.119951191,6.446085095,14.18850986,8.1252084,2.504967693,6.482232027,8.480838744,8.715854722,10.76062074,7.005028992,9.579463997,15.20830537,19.96181436,16.78234998,22.21252,31.33131768,21.9974289,20.22302225,29.00932497,22.04920786,64.54760216,45.58725607,30.60432677,36.91424941,33.35672875,14.85292585,15.64564284,11.53355462,9.456913604,5.895131446,4.333427327,4.976408589,4.824633675,4.354550679,6.595103659,8.055645164,12.02118336,13.76798246,10.90193683,10.04590491,11.89549329,12.57931524,9.993252813,14.60853279,13.03305938
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003313706381,0.5550442124,3.945676563,7.181317287,8.121491015,10.23115445,6.648702393,5.479902761,8.296003964,5.327950136,8.95919384,9.228048837,5.743175487,6.022426084,4.512231105,4.493576106,3.723494585,7.000722488,8.494628185,5.476457562
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,0.2442300375,0.2315276524,0.4099353381,1.188100687,1.179168431,2.280386629,2.951631157,2.647033334,3.848029003,3.723797729,2.722490478,2.395747547,2.808761307,1.671357414,1.263317962,4.451781915,2.238285829,2.834095907,3.070019261,4.199069665,4.310777006,3.433158505,3.456224972,2.705465332,4.892193437,4.400708377,6.414247328,8.293293566,11.36821513,13.94514675,9.689156964,13.55630432,9.711492058,10.68582194,10.23896139,10.24169441,9.571341844,7.304481857,9.570668556,8.045553721,12.36938559,12.3035491,11.36702523,13.16930946,16.33825894,10.854648,6.129489893,4.733264195,4.599921587,6.111068286,5.349186301
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,6.252079977,3.839986889,3.617151816,,,,,,,17.25889169,11.91680295,11.36561359,7.189596279,6.606968632,7.027801019,5.296687923,3.268825613,7.171708261,4.115691189,4.238927369,3.083372913,1.958621046,2.912296586,3.37073,2.280861875,2.037097179,1.974914204,2.924343108,7.810760573,3.956337118,3.197945465,4.226877937,6.512265863,4.567711772
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,1.530197445,1.331391565,0.8261907099,0.9538683814,0.9484439828,1.074486652,0.7690069295,1.218185649,1.052498237,1.03351791,1.177511028,1.007257209,1.318772215,1.052589822,0.839890824,1.104500155,1.50602829,1.128266271,1.177597848,0.9633319638,0.9267651491,0.8835298784,0.7390359152,0.8463595301,0.7051558662,0.8661407844,1.9198177,3.482778087,3.067457667,3.186730296,2.687055177,2.11208038,1.894838122,1.881136271,1.699279659,1.43755582,1.236897226,1.506660503,1.213065725,1.618060929,1.380177343,1.257350862,1.21724347,1.141745081,0.9217505327,0.9600608701,1.638842733,1.36571821,1.403268147,1.025539055,0.980632377
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,9.501943336,11.51648762,11.31598595,16.0539005,11.58113066,13.25100912,14.22815891,12.83824737,10.82259674,11.51134927,7.884922196,10.38152569,10.36045676,7.025942139,5.233319367,10.51796853,8.702739714,7.945352678,8.203679604,7.456158862,6.81900167,5.944914745,10.08828935,5.857742429,5.087557183
Guinea-Bissau,,,,,,,,,,,,0.1400560224,,0.0111889132,10.18473204,18.62937288,23.66455936,35.76573803,42.75466686,44.95973195,55.46044542,41.88679669,38.76210355,38.63034386,39.30027855,35.39745321,53.51292888,67.09699761,65.27356649,57.20869195,54.15271779,46.97890531,50.41971608,42.66162077,78.70690412,49.84307924,71.78565514,48.97763707,49.81868121,24.9445225,39.92504703,33.16321011,30.80974708,32.51105461,14.90912013,11.76125145,15.18856934,17.81106069,16.05424015,17.77467281,16.69673677
Guyana,4.844026716,5.419620042,4.781373754,3.850568493,2.847782201,3.520888988,4.139006013,4.905924368,7.262275449,7.910839161,6.887041168,6.222306381,4.534049101,2.770999566,2.949856481,2.099610363,5.121826619,2.744680768,5.758041572,6.845476732,7.435851407,12.93670864,9.271213793,7.298649351,6.321444256,6.981329345,7.165067282,10.52395044,8.44562816,17.15266198,61.1726643,54.01898011,31.91685363,28.44010685,16.30614606,15.1068328,21.80319188,39.31341908,14.33904334,13.6605784,17.53672196,17.60100265,10.76613495,13.89769587,21.47817005,18.63809357,12.32352498,7.500230873,8.71516284,8.629503949,6.743217353
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.989044074,10.06620194,13.73009203,11.45254396,14.18656974,17.24865561,45.5262874
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,1.386023472,1.793355856,1.564741231,2.362691737,2.655555556,2.597114317,2.050706272,1.977812501,3.049542971,2.905759019,2.905482581,2.171266808,2.147002023,1.691870442,2.582761998,4.615525114,3.024806352,3.5039051,4.962722938,4.495690726,4.219888765,4.055121043,5.815197276,6.469846749,9.019905213,7.755536525,7.714009594,6.471233909,8.521582144,7.457041856,16.03539937,10.76087245,12.06803943,10.23670714,9.004944574,11.02848116,9.429666695,6.658961626,6.336324286,15.65719295,6.449617758,9.125273324,5.694412445,5.005232844,7.814870077,7.452375025,5.749608154,3.896396589,4.239024919,3.355493507,3.894666854
"Hong Kong, China",0.4394096147,0.3358025482,0.1109071583,0.2762083219,0.01236209479,0.1749964062,0.09949555209,0.09869669961,0.04874283691,0.0405757692,0.03723475512,0.08145022664,0.05092025243,0.01139880944,0.01103256656,-0.01141735135,0.02094265097,0.01325851186,0.01290502409,0.05324018488,0.0382166839,0.03116259774,0.02500639398,0.02999367806,0.04191050137,0.05873464047,0.04611162206,0.03932737343,0.03791302517,0.06048015368,0.05102725751,0.04193001365,-0.03873602616,0.02509986194,0.01978836857,0.01218913963,0.008379213808,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,1.944265287,2.282251401,2.499647791,3.139474727,3.350257601,2.131279976,2.676666104,2.709326605,1.722190373,1.531440659,1.316178208,1.477292736,0.8426935432,0.8911242994,1.214027256,1.608101833,1.675690306,0.7998553804,0.8117030193,0.8768801693,1.152100097,1.003446583,0.8049823455,0.8290318632,0.7769414505,0.6745012121,0.7902054775,0.6017541883,0.6524928531,0.5942458559,0.4339054757,1.010676948,0.8387822929,0.5215625609,0.7046972426,0.4769864733,0.4777836153,0.3911448433,0.377285059,0.3219711894,0.2922704402,0.3548122288,0.3384746623,0.1190377184,0.1080120066,0.2264581824,0.1469888406,0.1127321494,0.173967083,0.1847940754,0.1683480824
Indonesia,,,,,,,,3.805546555,4.34171334,3.711235403,4.795695778,5.937703297,4.353815897,3.632064813,2.495621995,2.191421367,1.716008403,1.077846717,1.185026916,1.363116176,1.264479089,1.086774767,1.000574863,0.9065119654,0.8129459099,0.7266186506,0.9329874103,1.73029813,1.925161227,1.894299139,1.571174386,1.64317944,1.615509482,1.27093138,0.8994641239,0.6632368145,0.4838382254,0.3846066271,1.392506468,1.641175936,1.099672814,1.021399858,0.7568551849,0.7847595717,0.05381323744,0.9317584319,0.377701183,0.2180959906,0.2500692864,0.2009873634,0.2023646423
Iran,,,,,,0.3635417317,0.1753118474,0.4490715178,0.1039049925,0.1886036514,0.2082231869,0.05994500691,0.05564434085,-0.01480414594,0.02056052527,-0.01535426788,-0.02122606591,0.04615021632,0.3381204676,0.006601228012,0.03413585684,0.0089639806,0.002361541268,0.0324290905,0.008368744909,0.009654755487,0.0135148435,0.05557819287,0.07002064816,0.08008955761,0.09182924332,,,0.2364078376,0.1965348912,0.2068710033,0.1494001726,0.1903786716,0.1598846238,0.1542736823,0.1281591437,0.09986304682,0.1000884248,0.09817511625,0.1189720665,0.05781347573,0.0528190329,0.03616961346,0.029312955,0.02803770311,
Iraq,0.08610866921,0.03712844623,0.1115432134,0.2608432704,0.5503711027,0.4189223434,0.1475441328,0.1459595218,0.07216370588,0.1298270375,0.2244230694,0.3947348313,0.4240038766,0.205167697,0.03254804311,0.6078456221,0.032502595,0.3031748037,0.2242439796,0.04347331383,0.01919593782,0.7942640852,0.01664103898,0.0343245615,0.009452002752,0.05859141027,0.08321753775,0.2090509509,0.02188394748,0.02244827344,0.1296616186,,,,,,,,,,,,,,23.1673773,78.84478823,21.41477196,17.1763721,11.86509865,4.442811549,2.77152396
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,3.66456889,3.094385468,4.118726004,3.817362755,2.832261029,3.370118587,2.809803441,1.820071223,1.580106175,1.221596401,1.195561748,1.317193343,1.2109051,2.074320519,0.9645036592,3.932115723,5.349346245,5.937159837,6.809683864,7.043539911,4.240542602,3.411622814,3.596434706,5.060294357,5.042384878,8.537363574,6.760754887,3.641863306,2.901038085,2.742849804,2.676735522,3.012272249,3.204420121,1.951481093,1.681770439,0.3870313958,2.278951508,,,,,,,,,,,,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,,1.384173672,1.69315456,0.426932766,0.4563230849,1.039363523,0.9993160219,0.9106235718,1.56640268,1.174544603,0.7814590437,1.528285255,0.9200400673,1.008798455,1.063325672,0.8365390128,0.8941414871,1.050590312,4.802688671,5.502050379,5.111283133,5.49843461,5.78424944,5.425144992,8.123987069,9.199050815,7.144720821,5.680677798,5.510536978,6.452817755,6.508992183,4.323922906,3.653231235,2.120445764,2.317043323,1.934477501,0.9028244455,0.9701603766,0.2200306108,-0.2644346847,0.09882021568,0.6239733378,0.2636160004,0.07361438373,0.8617008032,0.3804036957,0.331588137,0.2330907943,0.6847262708,1.315630214,1.093773109
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,,,,,,11.33748151,11.48471554,8.311070248,7.939790661,6.76244627,12.16504102,9.279945992,13.66193856,21.30783454,25.40676055,34.98005129,33.41985522,20.7943215,18.31562087,44.23950744,39.31121485,27.55203967,18.37939541,16.80681903,13.77084905,12.07450723,10.49218326,10.25401185,8.284971943,8.604327841,25.00913299,24.51958143,8.569172446,5.845793403,6.290631746,8.360289987,7.652446755,6.712943936,5.30401184,5.423696946,6.453671449,4.915854941,5.828909207,12.837195,5.16015762,5.481056636,3.691625538,3.597988749,3.255344416,3.043366399,3.624443094
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06569985169,0.2518171386,0.3204835552,0.597878734,0.6459649118,1.022784492,1.073364103,1.110404389,0.7506312921,0.7972187374,1.010274799,0.6646058488,0.4422181165,0.2436026313,0.2294182839,0.2939218038,0.2897120855,0.1726091811
Kenya,2.759623042,8.20840929,5.812842304,6.184146073,5.852283444,7.421703265,4.903194052,3.074386144,4.621314602,3.897674581,3.628489823,3.811736592,3.4660837,3.956975509,4.058966778,3.941986667,4.639133372,3.707464483,4.800645768,5.796140757,5.605093348,6.749357362,7.845003784,6.842525028,6.821222117,7.200120025,6.328427321,7.245166662,10.35935083,13.18202208,14.39438191,11.78281909,11.24356061,16.95949105,9.97122696,8.386845564,5.034025087,3.465968105,2.973412146,2.440197998,4.077111396,3.670446628,3.015549243,3.548546534,4.138466808,4.053022165,4.220096134,4.897179814,4.490410481,5.815522276,5.082978008
Kiribati,,,,,,,,,,,,,,,,,,,21.26665227,18.67787252,50.05894148,39.74545942,33.72316231,36.93404635,31.35732559,38.76880852,42.78945681,49.59290388,35.24081035,38.42263159,41.87156227,26.02159796,34.32857117,21.6413011,18.11911116,16.78389568,13.78991902,14.00564095,15.11935239,18.65239845,16.23980211,11.31683679,17.75859474,13.58781262,10.779299,17.45210218,16.91118212,14.80360341,13.82025847,16.19006611,10.69610957
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,6.353915995,9.586830638,8.525929843,6.707673296,5.059977678,7.196266493,5.865249204,5.316229469,4.050344842,4.443566207,3.046047536,3.279486667,3.40335165,2.063834197,1.312146275,1.168558418,0.7426963539,0.6332702836,0.3218477556,0.2053220682,0.2208998617,0.4736950412,0.04548992349,0.009301500891,-0.04038733015,-0.009460289736,-0.01614861539,0.007779811844,0.005027617474,0.02234582229,0.01972745483,0.01759119395,-0.0009412456336,-0.009714901385,-0.02704581101,0.01106086719,-0.02680561473,-0.03109246548,-0.01482230228,-0.0125161591,,,,,,,,,,,
"United Korea (former)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0431549,10.85036875
Kuwait,,,-0.1925698539,-0.07215157592,-0.05799330205,-0.07735077137,-0.07540849577,-0.07006620451,0.0004503695015,0.01403061843,0.01468343238,0.01627621148,0.01760521704,0.009164335857,0.003153946111,0.002579104234,0.001297767489,0.003206702272,0.005190408191,0.00419230394,0.03060969057,0.02872559981,0.02129900969,0.01994088477,0.01676332018,0.01615445662,0.01951780854,0.01220926687,0.02153628287,0.0145915698,0.05000242755,0.07160023405,0.02601537023,0.007310517306,0.01595469258,0.01318808967,,,,,,,,,,,,,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9099690127,4.697389274,10.45808802,17.51172778,12.88765227,14.06865571,15.28261609,24.0944631,16.67394266,12.81988137,11.99157264,10.77549811,12.38787252,11.29496549,11.14698467,7.320342766,7.286431925,6.963123186,8.54683799
Lao,,,,,,,,,,,,,,,,,,,,,,,,,1.933821195,1.549014118,2.537648197,5.04840975,12.24119196,19.75920897,17.10684697,13.59319505,14.42090818,15.06535136,13.89289754,17.46253574,17.73266125,19.28624661,22.1553263,20.56107636,16.90186706,14.40552371,16.4403322,15.76266759,11.89302122,11.30940727,11.14862027,9.719846171,9.551850184,7.392250057,6.163742477
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.456851991,8.25478135,2.59560003,1.903295275,1.805360407,2.297321271,1.566564622,1.665316092,1.621606402,1.955711681,1.10210454,1.13762499,1.128941786,1.111698197,3.210334253,1.267144312,1.06337938,3.62053448,3.794837375,3.505839178,1.685779749,1.223335112
Lesotho,,,,,,,17.45333301,18.58855057,16.92844005,15.65243178,10.9924365,16.87685123,12.83831111,8.495096731,8.610689061,11.3589837,9.968824157,10.22201328,11.12492334,12.84436973,13.41187184,14.25817901,12.39244987,13.30773998,14.15123827,17.70569042,14.75933474,14.97042171,14.26713945,17.50701232,15.43089296,12.65594694,13.14684936,13.7834617,10.83134211,9.782630561,9.242865372,7.888464798,5.750453251,3.017272162,3.766614446,6.373716877,9.569330639,6.559281985,6.349917648,3.609942516,3.771918743,6.360512303,6.66829149,5.418055736,9.451646575
Liberia,5.294285869,14.81152377,41.78714554,17.26799054,6.7975406,14.48741768,14.70815244,9.285457217,5.541701942,5.039131984,3.762235408,3.526254895,3.27894161,2.474091335,2.778981621,3.254106556,4.096807683,4.416270331,5.857968685,8.952214465,10.43997921,11.8387742,12.22835463,15.47834581,16.16642601,11.20377532,12.9945497,9.889831181,7.604499992,10.24012262,,,,,,,,28.83136658,22.43377991,28.09509601,13.11508201,10.5569273,14.5464135,40.64614215,69.14721141,56.4122718,57.62168141,119.9367305,181.014325,50.72207336,127.4826635
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05436995357,0.06516749009,0.02620484268,0.07933054271,0.06624135547,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,0.06261751406,0.04880183035,0.03394794833,0.03068012242,0.02313068174,0.006996178571,0.01503510502,0.01201723896,0.007047985821,0.003167186632,0.002622520359,0.003173408237,0.004606457942,-0.05774238364,0.004610393507,0.005136668803,0.007686421607,0.005216857025,,,,,,,,,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1331459687,3.126546005,1.786926468,2.411251216,2.670262007,2.982479361,7.687398565,7.114170241,7.249774166,7.302298749,5.662960855,4.810588516,3.871632105,3.144703762,2.584238024,2.106214707,2.084999992,2.076451787
Madagascar,0.4071952837,0.2203932264,0.6983258781,1.129086018,6.131632249,6.305116666,5.298442337,4.56277591,4.712752646,4.334252038,4.324269929,3.929962493,4.083790353,3.185450475,3.297101936,3.621176875,2.827738795,2.569501087,3.389798639,3.972279147,5.705034036,6.584393302,6.943287335,5.293064678,5.350355534,6.724203279,9.931176614,13.68037697,12.99873923,14.99599198,13.42074406,18.30869667,12.51019396,11.15902828,10.18081448,9.974626001,9.24348594,24.11663612,13.11132235,9.743010336,8.410450627,8.282722739,8.644478185,10.12786099,29.47121128,18.40670712,14.38026242,12.26725644,9.016777211,5.287396463,5.376006103
Malawi,2.588350342,4.798829977,6.408694361,8.728384146,17.48655958,15.17632154,12.54846641,11.59655879,19.8217525,10.62431965,12.97825261,8.721205115,9.009431186,6.649767743,7.346995015,10.10188835,9.47748887,10.10639078,10.7727775,14.29384742,12.40818897,11.83225291,10.83167096,10.02241416,15.7358499,10.42770286,17.31866759,24.49383078,28.32399829,27.09145655,27.23092349,25.47821134,32.77635641,24.46403952,41.29118916,32.15703768,21.92379297,13.11394318,25.42337183,25.75388203,26.13172676,24.32220448,14.42581211,21.72892458,19.58233926,21.13124841,23.4812727,20.51625611,21.7133058,15.55546967,19.40067244
Malaysia,0.5639250452,0.8017519927,0.8731255782,0.4789567002,0.6069310327,0.7140339794,0.8486531694,0.6050816256,0.9036995004,0.7767448281,0.6325980654,0.9583290953,0.95592676,0.5707427898,0.7138089098,1.031189036,0.5551756153,0.5248591878,0.5013034735,0.6024832042,0.5594530393,0.5813216135,0.5171905415,0.6116055082,1.010448573,0.7742366365,0.7263216701,1.201332428,0.3102860662,0.3811082404,1.111429521,0.6199747422,0.3636949289,0.1495204028,0.09329327162,0.1276435802,-0.4749959562,-0.2536952658,0.2954830834,0.1964373161,0.05299243951,0.03568064204,0.09206314637,0.1023097579,0.2584428639,0.01905824681,0.1511024109,0.1056189747,0.06895387637,0.07212231527,0.0008634067156
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,7.707669507,13.12025832,14.29803527,16.88510148,16.12830635,10.75894774,15.12027953,14.46615288,10.59821232,9.480092538,15.23644254,7.49351833,5.387075921,4.883420869,5.49611276,3.222066209,3.300421949,3.541659429,2.619068292,2.800847683,8.019788237,3.021510329,2.980488272,3.396757772,1.99491507,6.318101432
Mali,,,,,,,,6.279686109,8.136507413,6.879452161,6.237924353,6.963826486,7.796878274,12.57872392,21.70527607,17.56419677,9.345073285,10.49641609,12.73465236,11.85604773,15.06849208,15.62507925,16.05591519,17.27188196,24.77844886,29.40378696,22.8984606,18.84196818,22.6567963,,19.92119858,18.5804443,15.13413627,13.78478174,25.27464676,22.32128939,19.05886695,17.70287142,13.61714189,14.02590439,12.03816384,14.27966791,13.69704496,13.30580899,12.56279099,14.14721277,15.67414287,14.27089352,11.44259589,11.57062572,12.09118331
Malta,,,,,,,,,,,7.243955845,5.629701004,4.711650685,7.468002336,5.228569267,6.385424603,5.27265033,4.613718597,4.693534794,4.974524471,1.181870409,3.626827211,1.825611344,3.485961255,0.9424531474,1.516028769,0.4511395019,-0.07732336775,-0.1338544578,-0.2334135554,0.1939000144,0.746582219,0.1462177869,1.097827701,1.390656186,0.2531366931,1.959975178,0.61478594,0.5840523796,0.6359757058,0.5505208935,0.04296579515,0.2553434324,,,,,,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.43602817,53.92961924,47.56868076,35.95115626,44.02225095,38.87865793,48.50223588,38.78113303,34.9277463,30.45811272,31.85636173,29.88406519,27.02484568,27.18822797,30.52256171,45.89270485
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,10.45864656,6.408468499,3.792005172,6.851079802,5.372030284,9.539167419,23.93489526,18.65747662,44.2622744,35.78066065,46.40798674,27.77512488,25.70702341,31.99217689,26.63607625,24.72987089,25.11656513,32.90412646,31.47479886,23.30349205,20.65890332,27.22713845,24.58717361,15.72555026,14.23372262,28.468038,21.24938979,16.82125137,18.63084642,16.87798826,11.87863774,15.5847067,17.13517462,22.38877692,25.06968001,16.08245299,10.24370986,8.390261762,7.61533309,10.37345986,12.50521212,12.12912803,10.56029895
Mauritius,,,,,,,,,,,,,,,,,2.389083607,2.711878478,4.326741478,2.671282136,2.972030866,5.290811609,4.600190422,3.810423104,3.342454388,2.573133135,3.81789515,3.388611201,2.729891281,2.779066735,3.356168569,2.351728591,1.391853934,0.7983021161,0.4001722698,0.57494609,0.4428971136,1.000069604,0.9654552446,0.9712749396,0.4439091543,0.462194116,0.4936701556,-0.253226655,0.5240517027,0.5514928415,0.29305036,0.8591203323,1.128998238,1.762436863,1.275082973
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,-0.01726812109,0.4947237597,0.1950745241,0.09468927539,-0.06631369048,0.1904887066,0.1761368307,0.1557395635,0.2415425235,0.181286282,0.2295015609,0.1081662972,0.1320392426,0.1122608113,0.07488663539,0.06526440631,0.07053289581,0.06173586971,0.01502196062,0.05494913947,0.02947539119,0.04116794738,0.08613300707,0.0939864058,0.05000733623,0.08214772963,0.2059947034,0.1165121549,0.09798273254,0.04498431605,0.06149544067,0.08964646396,0.08866870465,0.1073547902,0.1037744653,0.1405003333,0.08929717351,0.02565022218,0.004681964327,0.007675519446,-0.01020110034,0.01940825626,0.01966594405,0.01789828929,0.01441012395,0.02165964583,0.02894478594,0.0111731606,0.01385721631,0.02129981984,0.04610447233
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27981651,46.54724586,33.04060399,49.16687516,41.81222707,35.1938326,47.53546856,42.39004786,56.08401231,45.42331241,46.11756307,34.94178183,40.66795079,40.43966936,42.01768838,34.39904272,40.58158866,40.69218634
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.301641076,2.367387463,8.960367727,9.35121483,7.91384899,8.050021024,5.521440823,4.038133848,5.052580744,6.031045145,5.540469234,4.472295776,4.241815874,7.454075152
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,0.005825993514,0.1480267012,0.1216108314,0.09570294622,0.09242139295,0.191224531,0.5184361325,2.975433291,9.512580108,16.57111714,20.19739702,14.66439709,15.01998084,21.47333381,18.11013294,21.01732317,19.17120429,16.8729722,14.92756283,15.91428421,13.02164206,8.884629617,5.999308113,5.767694889,4.522220863,8.454422845,5.353812749
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4504750111,0.9232266079,0.1693770287,3.486955743,2.848336647,2.285982288,1.808444754,1.966668089
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
