"Industry, value added (% of GDP)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Togo,15.48820166,15.48385569,14.19751645,18.23359646,19.16460097,20.91504216,22.03389304,23.33333226,21.86978704,21.26440223,21.08264307,22.5602107,20.33096346,20.19868,33.13565655,26.530613,20.47297343,19.47643899,22.79569795,25.2503958,24.78134081,22.48566055,23.37036997,21.41878061,20.20395208,21.66423211,19.86935298,19.97869251,21.54924768,24.3188299,22.52850253,25.1555723,23.77305296,20.67681066,21.22767402,22.18072957,21.06048699,20.12327685,16.86141444,16.20981015,17.84846273,17.22650299,18.50627877,22.15592318,22.77736931,23.89581833,,,,,,
Tonga,,,,,,,,,,,,,,,,10.36579853,10.57095457,11.37514477,13.98257013,15.13762176,14.45013922,12.93259697,12.41455473,15.68762958,16.26318958,14.89974903,14.58270528,12.85100928,12.96639729,15.03179531,13.93178841,12.00931237,12.71699255,12.02608669,20.97192361,22.62260954,22.30201714,19.90876323,19.34481002,19.96900638,21.28825664,21.58733671,21.12476703,20.44042854,19.25415724,19.18176312,18.19568,18.72051481,19.12161315,18.75142708,17.79157497,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,45.32522347,43.88751118,39.09511832,41.25776586,40.35384181,43.63600603,47.18033855,46.4584228,43.7849604,43.71239769,48.69620302,46.94800613,47.06761931,44.77132012,40.81706879,42.55686396,49.48898886,47.07146135,44.82130855,52.96706752,55.16703413,60.32944524,61.26420405,59.75952845,62.84390124,53.08771673,52.39670457,
Tunisia,,,,,,21.93944713,22.29043184,23.28545418,23.0590755,24.89726027,23.80587875,23.58392065,23.00913487,24.68328976,30.94746163,29.39453125,28.96272478,30.1915053,30.80903104,33.67770243,35.94856565,36.60010438,35.29467433,38.08952755,38.42356602,37.49245354,34.95899801,33.64446149,35.02358958,35.09006945,33.60592469,33.10947518,32.83966625,32.40595765,33.61145867,33.71902161,32.60187147,29.73639165,29.09545568,29.43257405,30.3631214,29.96408323,29.86702464,28.55911031,28.43901448,29.19376876,29.74264187,31.26916739,33.08882864,31.54668926,32.27898466,
Turkey,17.60438906,17.57673989,17.44138546,17.30722095,18.31345473,19.91441772,20.19354324,21.07916014,22.1268649,22.68457603,22.53190688,23.40937745,24.49590825,24.44297724,23.23711586,23.27978542,24.70004682,24.10209235,23.5352907,26.2575066,23.81596802,27.08614355,28.19474385,27.19528912,26.21449786,27.12691455,31.92768909,32.5487376,33.93545237,33.99981961,32.15708501,32.69298869,32.38496443,31.09755573,33.24907894,33.23670005,31.59901274,31.85358907,35.54282927,33.32563479,31.47664188,30.23507028,28.67263432,28.61824449,28.51721497,28.51035678,28.67285849,28.25727269,27.68688804,25.94190354,26.65035821,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.58267717,38.80597015,33.8028169,29.60526316,30.95238095,11.88681547,63.9957265,46.65871122,62.61986023,68.82225581,48.0201964,42.2093369,46.01797824,44.39246533,44.25889097,42.37796374,41.27063532,40.11104894,37.61449124,36.29853583,53.7,54,54,54,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,13.29530726,13.29540648,12.60664839,14.29636697,13.30434772,13.49072513,12.61644059,12.7748355,13.83942046,14.29335473,13.70504861,12.51164235,11.17762512,9.652872777,11.0012621,8.15845206,7.54174822,7.042054185,5.157048147,4.157412956,4.486254143,6.741573034,11.44400786,9.44462383,10.85871849,9.879856071,10.23156841,10.07574306,10.18554936,10.70324151,11.0584734,12.36214589,13.21144932,13.09498397,13.86586702,14.29106592,16.18066881,17.55210442,18.07985122,19.72994654,22.89974273,22.56820809,24.35849116,24.19581664,22.06274218,25.03810881,24.23972077,26.59834638,27.39788777,25.78193548,25.46605068,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.09035222,47.68552535,48.37572282,44.57150368,50.48670638,50.90998972,37.68505326,47.51686888,42.68424159,38.20000277,35.10429645,36.13168062,38.50550869,36.31656292,34.69887528,34.53383302,34.59122377,35.87715543,32.34512648,36.12100657,36.73414407,33.61624216,29.61602348,30.94689727,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.67634129,47.54574758,49.12101292,51.67834808,55.64361481,57.90588022,54.7905398,58.0807893,53.38571018,,
United Kingdom,,,,,,,,,,,42.1020578,41.46400088,40.96621422,40.55027373,40.05712388,38.95635864,39.52416999,39.74657209,39.88929885,40.21113225,40.71104898,40.21778012,39.72739179,39.23989869,38.75484791,38.27249144,37.6172286,36.9454812,36.25437037,35.54486827,34.06742726,32.16602783,31.06289264,30.36214782,30.7617411,30.99528241,30.70087771,29.91512519,28.50824194,27.46811939,27.31286659,26.28695615,24.97243701,23.87023592,23.42285698,23.46881765,23.48953494,23.00291713,22.8157684,21.21109177,21.67041593,
United States,,,,,,,,,,,35.23596885,34.51883032,34.45659453,34.38892302,34.04858186,33.23907115,33.77506334,34.27756879,34.0517682,33.64070855,33.53268116,34.10731034,32.92953061,31.51564803,31.89218717,30.88602199,29.46263587,29.22104591,29.61903551,28.63033699,27.88360974,26.69839425,25.83908204,25.69965814,26.18027075,26.30790691,25.82547988,25.36579016,24.09958343,24.04699859,23.4406297,22.29505797,21.79798962,21.56318056,22.01940829,22.14441864,22.22051981,21.92299423,21.3332231,20.0260752,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,33.14062545,34.41216396,35.94758164,36.22610673,35.83283407,34.2005107,33.67017093,34.64244469,35.5486582,32.78217612,29.6644393,27.99659716,28.91898501,28.54549569,26.37381284,26.24466249,25.95473145,24.50745678,24.53101868,24.32825741,26.05934922,25.61218622,27.12956909,26.38849093,27.17992093,25.82747822,25.92607435,26.46505565,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.25876375,35.79347594,32.56238191,32.96273809,36.56723791,35.80605575,34.47386953,26.42838547,27.79700962,30.4809264,26.10520127,26.1682243,24.31003983,23.12607997,22.63702945,22.0450603,23.48207073,25.95742258,23.1579732,27.40231235,32.00853356,30.76149154,33.19499856,35.4033305,
Vanuatu,,,,,,,,,,,,,,,,,,,,6.048781243,6.589297096,6.467569699,6.721879272,8.845837522,7.887889376,9.446477585,10.21323472,13.34539382,13.18334193,12.91303829,14.08693776,12.71985967,10.90328672,10.04504308,12.69835051,12.23734889,10.59107006,9.069139966,8.173881846,8.32273358,11.22299084,9.047491996,8.987098545,8.227120769,7.628369073,7.889959503,8.131827286,7.931780766,9.12809938,9.881792939,,
Venezuela,,,,,,,,,41.3270155,38.28623353,39.33054389,40.00000031,39.36464053,43.00578174,53.88198735,46.44140858,45.83333416,44.62193746,42.94716372,46.25960271,46.37340329,44.4013152,41.56378731,38.65329263,52.46878965,50.82888195,49.25563747,50.28118076,51.27708508,57.08088016,60.5607966,56.39685307,54.39182059,51.58452532,44.08950908,41.27435544,49.14883799,50.82996733,44.42400092,45.55299951,49.67352354,46.08132394,49.76313137,51.58662444,55.49319173,57.79622127,56.48375514,54.20164524,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,27.35042651,28.88146792,28.36236905,23.96238577,22.93809971,22.67429556,23.79443902,27.26359872,28.90031117,28.8684509,28.75592079,29.73025745,32.07481437,32.49126673,34.49475216,36.73077484,38.12941966,38.49314438,39.47000732,40.20874953,41.01995803,41.53865577,41.48087592,39.83790314,40.23920791,41.09542363,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34285405,30.65995958,27.63616639,25.38008649,25.14783932,30.57026312,40.25162236,41.87438927,32.04710955,40.60706455,46.42626591,42.43400371,42.08722332,43.01479028,45.16405369,48.98941905,49.24737165,36.33442551,34.35132643,37.69808616,29.2173758,
Zambia,,,,,,58.77521614,64.2962963,56.9327252,59.64042449,68.15078603,59.76068376,50.4625288,51.94285202,58.56257937,59.83673246,45.49687303,44.31817455,41.63418932,44.20994311,46.09639603,42.14099975,41.06006715,39.04495088,47.19224099,44.13140337,46.81481045,49.42151016,45.52842567,46.78269271,52.48151083,51.27159175,51.0064607,48.96779544,41.89346649,39.83262135,35.7594948,34.75261834,34.21485832,29.20905259,24.78791984,25.28551093,25.58128207,25.99219861,26.54271378,27.84593945,31.6009243,35.2650594,38.45202958,41.3945892,34.10106015,37.23095512,
Zimbabwe,,,,,,29.80400517,28.07160844,29.36689036,29.69924422,29.68051223,31.21850054,30.55641257,31.21995664,33.7474888,32.70006073,32.64554127,32.37490236,31.13282122,30.493936,32.90707042,28.99556856,26.93199965,24.70853428,29.03600442,32.609565,28.04942991,31.33631026,32.45124107,33.21848015,35.09196025,33.10765448,37.4167759,40.86206871,33.34793539,32.38453197,29.07685531,25.89035692,25.55467812,23.9982975,23.67954622,24.67263831,22.33903324,20.8515893,21.29123431,26.42265528,28.68450711,32.32707984,33.07495363,31.08843783,27.8344531,26.80045053,
