"Energy production, per person (toe)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Finland,0.001194606277,0.00123211331,0.00123697401,0.001191716913,0.001184856926,0.001192735235,0.001193537454,0.001182354121,0.001133571063,0.001094946837,0.001084545847,0.001077965345,0.001050083424,0.001046065019,0.001062642034,0.0009274218539,0.0008800407037,0.001066959892,0.001124336816,0.001350566673,0.001446276045,0.001867005087,0.002091785752,0.002097124157,0.002158005917,0.002116614642,0.002300366047,0.002165358012,0.002263508886,0.002345144375,0.002422739184,0.002229838536,0.002407584186,0.002333724859,0.002555710086,0.002576337728,0.002656193923,0.002926436059,0.002637816287,0.002983897698,0.00291355886,0.002909767838,0.003094578825,0.003073167076,0.003024001988,0.003176852692,0.003454335753,0.003050134101,0.003105915655,0.003098916681,0.003197409063,
France,0.0009914196747,0.0009526769423,0.0009521923472,0.0008947533954,0.0009502017441,0.0009433270153,0.0009321456297,0.0008931868163,0.0008224645119,0.0008214926928,0.0009867801903,0.0009305419646,0.0009084404589,0.0008498062364,0.0008080234616,0.000826875121,0.0007759824823,0.0008363000713,0.0008555552089,0.0008918663304,0.0009762433259,0.001181681883,0.001168114219,0.001334666339,0.001546835199,0.001688081928,0.001796633409,0.001857067121,0.001859925219,0.001936771785,0.001972712018,0.002080585248,0.0021013737,0.002201465736,0.002147839962,0.002210151886,0.002270222126,0.002209409512,0.002144130558,0.002164179879,0.002215180601,0.002224598708,0.002244832419,0.00225722421,0.002261544727,0.002246760347,0.002235774132,0.002191108887,0.002210556444,0.002073846473,0.002162767189,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,,,,,,0.01195661704,0.01269717168,0.01527981699,0.01924711214,0.02006123943,0.01939256788,0.0188569267,0.01730595666,0.01643871375,0.01383018307,0.01187297328,0.01186247713,0.01152916573,0.01127940127,0.01188299215,0.01114519767,0.01023353319,0.01013628015,0.01240354925,0.01574761368,0.01660232423,0.01600147586,0.01643937604,0.01751015386,0.01817935543,0.01780943647,0.01754077181,0.0162697498,0.0142800461,0.01225730648,0.01142183404,0.01094185111,0.01147315337,0.01124306654,0.01089984745,0.00968768573,0.009683239477,0.009315025064,0.009195776148,,
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000386356481,0.0003068414794,0.0002789925385,0.0003387612106,0.0001998439649,0.0002367678653,0.0003230109111,0.0002926550527,0.000283523799,0.0002765359594,0.0002793239868,0.0002699254332,0.0002872525364,0.0003013142577,0.0002850566432,0.0002190557708,0.0002091200981,0.0002435452255,0.0002454518848,0.0002877159248,,
Germany,0.001720272962,0.001722330223,0.001717453266,0.001737970679,0.001747195058,0.001659916789,0.001562310749,0.001431400139,0.001462594611,0.001497555402,0.002234794466,0.002234843418,0.002188221539,0.002182984184,0.00220080159,0.002188308667,0.002213404789,0.002205046987,0.002226776945,0.002322970022,0.00237103418,0.002461634086,0.002476894706,0.002439105107,0.00254504013,0.002694511654,0.002572079861,0.002558872618,0.002585175911,0.002549747867,0.002353616675,0.002112987947,0.002033327174,0.001878243943,0.001780967305,0.001770140834,0.001742763463,0.001743997921,0.001651110357,0.001665904386,0.001643446291,0.001635049554,0.001631870907,0.001647079424,0.001672186012,0.001639827928,0.00165264619,0.001666757453,0.001619068048,0.00154224552,0.001569781743,
Ghana,,,,,,,,,,,,0.0002622836579,0.0002697493472,0.0002782495748,0.000285091325,0.0002845161626,0.0002882226552,0.0002927529213,0.0002892217726,0.0003007413866,0.000302585769,0.0003002787567,0.0002939501542,0.0002733031647,0.0002674584641,0.0002759735596,0.0002860232474,0.0002894934036,0.0002919864612,0.0002963942838,0.0002968624892,0.0003047758586,0.0003088384806,0.0003087860285,0.0003097046758,0.0003090317464,0.0003104827075,0.0003103992383,0.0002961124413,0.0003013662451,0.0003069941859,0.000305371642,0.0002976734881,0.0002919399384,0.0002966917806,0.0002968936967,0.0002955314698,0.0002869567786,0.0002948058423,0.0002958081382,,
Gibraltar,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Greece,0.00003868147101,0.00004070519081,0.00004566676302,0.00005844920579,0.00006110656468,0.0000749760993,0.00008892195108,0.00009253224579,0.00009971274574,0.0001187971895,0.0001919889248,0.0002360247519,0.0002443491846,0.0002619294793,0.0002727715893,0.0003235657727,0.0003777185694,0.0003898945231,0.0003703242356,0.0003947322577,0.0003832974298,0.0004540120392,0.0005626245666,0.0006039277847,0.000649377944,0.0006978053393,0.000724478733,0.0008044609217,0.0008214207637,0.0008775162987,0.0009053011264,0.0008817191971,0.000865177362,0.0008579324264,0.0008653202239,0.0008713020445,0.0008480321193,0.0008830306329,0.0009032579412,0.0008717038966,0.0009089071031,0.0009032197451,0.0009237159287,0.0008914319878,0.0009240137106,0.0009223256599,0.0008972867291,0.0009036608685,0.0008734168942,0.0008899269472,0.000808810384,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,0.0003454541135,0.0003447053101,0.0003453878503,0.0003455979928,0.0003924980861,0.0004076964764,0.0004040398067,0.0003968208319,0.000404094089,0.0003671003871,0.0003700270302,0.0003898267189,0.0003817774332,0.0003630290186,0.0003499756496,0.0003741551558,0.0003698186898,0.0003694986552,0.0003731064026,0.0003799795162,0.0003837987324,0.0003876726166,0.0003781336351,0.0003687998836,0.0003824069771,0.0004136982748,0.0004458493834,0.00046314713,0.0004890374925,0.0004661126566,0.0004542312938,0.0004582654363,0.0004525262312,0.0004384085018,0.0004322388484,0.0004167002688,0.0004074647338,0.0003933329613,0.0004312229992,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,0.000287433372,0.000293324955,0.0002956979268,0.0003010200959,0.000306480485,0.0003098593835,0.0003131945105,0.0003183945419,0.0003248126951,0.0003299743381,0.000269622676,0.0002665574563,0.0002638703047,0.0002588632972,0.0002552520307,0.0001869175138,0.0001859505171,0.000186278046,0.0001836884156,0.0001757960173,0.0001743137101,0.0001814756292,0.0001768172071,0.0001777859047,0.0001767457702,0.000198762236,0.0001939790434,0.0001949277849,0.0001906005609,0.0001783318495,0.0001754731697,0.000193921895,0.000184383188,0.0001795058829,0.0002054623054,0.0002076639685,0.000208732873,0.0002043093847,0.0001892353401,,
Honduras,,,,,,,,,,,,0.0003663211396,0.000365550644,0.0003621618553,0.0003619817293,0.0003584295226,0.0003549778056,0.0003545464874,0.0003553468785,0.0003543863931,0.000362390976,0.0003562964266,0.0003544704668,0.0003491988598,0.000342564497,0.0003473599519,0.0003394055686,0.0003481227276,0.0003462289246,0.0003431751723,0.0003464770394,0.0003385454847,0.0003281334578,0.0003213154045,0.0003069183675,0.0002979358752,0.0002974730159,0.0003261943445,0.0003179658656,0.000242494455,0.0002448005846,0.0002354373658,0.0002386286429,0.0002453453349,0.0002470556691,0.0002577314103,0.0002816413592,0.0002960653147,0.0002845547604,0.0002946147229,,
"Hong Kong, China",,,,,,,,,,,,0.000007744040247,0.000008029867923,0.000007876546443,0.000008024895014,0.000007873791562,0.000007958818614,0.000007401324132,0.000007458737311,0.000007570520809,0.000007659757865,0.000007559899998,0.000007718406402,0.000007627394133,0.00000754292319,0.000007753253685,0.00000765127075,0.000007544532438,0.000007687156301,0.000007583030161,0.000007488966331,0.00000740814346,0.000007377098243,0.000007535295226,0.000007442761471,0.000007594335968,0.000007665097444,0.000007554127939,0.000007443485998,0.00000736809831,0.000007336528722,0.000007340014869,0.000007362984195,0.000007364744065,0.000007439900866,0.000007469170801,0.000007505500155,0.000007534942192,0.000007531797329,0.000007496161979,,
Hungary,,,,,,0.001026043424,0.001017939409,0.0009935267852,0.001045420838,0.00107422489,0.001141172342,0.001144305613,0.001133961917,0.001217028245,0.001214977142,0.001191574513,0.001276089809,0.001323879096,0.001440573073,0.001371508828,0.001354340604,0.001348912229,0.001398764921,0.001416955918,0.001475202769,0.001556387837,0.001531010217,0.001604988691,0.001570125459,0.001543375647,0.001405853713,0.001381094528,0.001344154155,0.001323672408,0.001284491638,0.001344590565,0.001322830644,0.001294846192,0.001214201447,0.001164306111,0.001137820165,0.001109706723,0.001102306435,0.001027291889,0.001012434729,0.001027957647,0.001026966575,0.001018133701,0.001047357354,0.001100187988,0.001099521668,
Iceland,0.0008571517858,0.0008799115202,0.0009297687213,0.0009910474389,0.00105172669,0.001049010417,0.00114264059,0.001224255561,0.001368228511,0.001539780562,0.001935257544,0.002045005101,0.002187996491,0.002545184391,0.002463419728,0.00265360889,0.00279185054,0.003044555837,0.003164657111,0.003738055525,0.003962592041,0.004755238719,0.004982546294,0.005214444101,0.005241735494,0.005188390128,0.005226733136,0.00533180601,0.005497403076,0.00559012051,0.005495272633,0.005585233079,0.005347320504,0.005684049454,0.005590112076,0.005851879407,0.005982448476,0.006165458371,0.006581376448,0.007868503572,0.008198577575,0.008631151582,0.00858469993,0.008481050931,0.008597496962,0.008883474926,0.01082581642,0.01292670441,0.01401870819,0.01395157554,0.01426776433,
India,,,,,,,,,,,,0.0002498210968,0.0002515423036,0.0002510120148,0.0002576106003,0.0002662812723,0.0002666334207,0.0002669767243,0.0002658136667,0.0002644328661,0.0002669386433,0.0002792054824,0.0002873667035,0.0002952662121,0.0003039302154,0.0003051748551,0.0003131743575,0.000316210113,0.0003258655866,0.0003289593181,0.0003339670755,0.000338113534,0.0003364599305,0.0003338152012,0.0003392604373,0.0003481367236,0.0003483366565,0.0003528701436,0.000345560029,0.0003468672677,0.0003476668784,0.0003495712167,0.0003523674695,0.0003584014161,0.0003646085561,0.0003704926137,0.0003784425689,0.0003856414438,0.0003932366359,0.0004160411713,,
Indonesia,,,,,,,,,,,,0.0005908769414,0.000656085697,0.0007432949054,0.0007414430284,0.000703250705,0.0007691468556,0.0008418496334,0.0008347010749,0.0008267155893,0.0008327020711,0.0008291067076,0.0007265115705,0.0007291345609,0.0008183953037,0.0007659136976,0.0007983559856,0.0007832469926,0.0007841630938,0.0008229684852,0.0009171689049,0.0009784654882,0.0009843274225,0.00100511201,0.001058617136,0.001083495164,0.001109909925,0.00111790852,0.001108826692,0.001159536414,0.001107127083,0.001117338647,0.001132385985,0.001149026835,0.001179149314,0.001231728994,0.001364278185,0.001369271639,0.001378172512,0.001481971242,,
Iran,,,,,,,,,,,,0.008111444068,0.008835796077,0.009989312876,0.009997883431,0.00868706886,0.009274466054,0.008624988057,0.007695413412,0.004614994678,0.002093424084,0.001985113614,0.003121164638,0.003083636303,0.002674445128,0.0026345487,0.002107604524,0.002570367886,0.002414011777,0.002998033806,0.003267970581,0.003497481905,0.003540954879,0.003705328734,0.003709355944,0.003743800713,0.003698391547,0.003639552564,0.00363492905,0.003990899076,0.004087629688,0.003912681666,0.003949022947,0.004326797856,0.004453934614,0.00455828624,0.004654906218,0.004828422726,0.00476908743,0.00478254487,,
Iraq,,,,,,,,,,,,0.008300664719,0.006972742872,0.009309173151,0.008799060862,0.009795255016,0.01016121347,0.009508770764,0.0101364863,0.01328539571,0.009859111346,0.003206357294,0.003519172281,0.003352737966,0.004040404398,0.004719710403,0.00551545554,0.006767215523,0.008297893243,0.008750182559,0.006039767541,0.0009317337323,0.001301492883,0.001436492011,0.00153915433,0.001544219785,0.001561064544,0.003018617612,0.00490477628,0.005649491832,0.00567107992,0.005465039019,0.00458482752,0.003101980893,0.003923183153,0.003561749078,0.003599192872,0.003634524114,0.003955705712,0.003893950108,,
Ireland,0.0004885498288,0.0004779819981,0.0004744485977,0.0004725968433,0.000479603464,0.0003882352,0.0004363480833,0.0004691133829,0.0005866081045,0.0005531013138,0.0004780534725,0.0004747942481,0.0004512435804,0.0003631362363,0.0004174792783,0.0005212772072,0.0004356253906,0.0004055527254,0.0003371683264,0.0004341781195,0.0005540371315,0.0007205694046,0.0008710555465,0.0009150327152,0.001030136311,0.0008050939659,0.0007448500347,0.000850669052,0.0008131703414,0.00106523052,0.0009817819286,0.0009290908649,0.0008682405724,0.000967782236,0.0009924476222,0.00113557621,0.000972668634,0.0007773154834,0.0006636975283,0.0006557296895,0.0005674116274,0.0004591067354,0.0003923541478,0.0004573839311,0.0004551009429,0.0003929965113,0.0003776877306,0.0003275612886,0.0003483534756,0.0003464665208,0.0004352050381,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,,,,,,,,,,,,0.002022219347,0.002057313728,0.001960197984,0.001318343353,0.001970891679,0.000025696989,0.00002217638838,0.00002070244573,0.00002335923448,0.00004097125392,0.00003933418929,0.00002030405237,0.00001723165279,0.00001392747467,0.00006910061112,0.0000822020809,0.00008592983476,0.00008842056601,0.00008908978479,0.00009424462366,0.00009437579109,0.0000952680577,0.0001006710171,0.00009995323705,0.0001027107813,0.0001015044542,0.0001037120046,0.0001041398133,0.0001019176338,0.0001067386561,0.0001097008096,0.0001134817666,0.0001162779714,0.0002691991144,0.0003193698244,0.0003972146852,0.00041890589,0.0005499248201,0.0004498241208,0.0005028130055,
Italy,0.0002794560635,0.0002831678814,0.0002796277113,0.0002899842585,0.0003106662998,0.0003116577871,0.0003220240164,0.0003254350682,0.0003342255079,0.0003492989468,0.000372555667,0.00036369431,0.0003720744553,0.0003744370101,0.0003872645107,0.0003808043471,0.0003925825257,0.000375724658,0.0003750140758,0.0003668165695,0.0003538746107,0.0003694728876,0.0003994589367,0.0003792670286,0.0003992675664,0.0004010744108,0.0004367445222,0.0004257256795,0.0004482683411,0.0004437743476,0.0004454019042,0.0004586562182,0.0004790253841,0.0004969537486,0.0005179229697,0.0005164158626,0.0005316311283,0.000534417991,0.0005327531952,0.0005138031079,0.0004943168036,0.0004694610428,0.0004774753562,0.000481186234,0.0004873227763,0.0004746448539,0.0004642254253,0.0004434160896,0.0004503355978,0.0004482942308,0.0004760520612,
Jamaica,,,,,,,,,,,,0.0001461316465,0.0001455697551,0.0001283500575,0.0001343074292,0.0001260339656,0.0001249257403,0.000113601673,0.0001215967953,0.0001054910555,0.0001049897064,0.0001036149387,0.0001123057549,0.0001051145241,0.0001200298317,0.0001098056269,0.0001102156663,0.0001098335912,0.0001110891447,0.0001316327698,0.0002049207813,0.0002038520496,0.0002019861157,0.0001954608615,0.0001989971045,0.0001963911671,0.0002002662726,0.000203396593,0.0001841984567,0.0001881436417,0.0002280949998,0.0001921084229,0.0001497611547,0.0001496756377,0.0001546821509,0.0001534900302,0.0001525163426,0.0001522202314,0.0001814911101,0.0001944053224,,
Japan,0.0005078934215,0.0005347323024,0.0005105496914,0.0004956162812,0.000498668394,0.0004945300562,0.0004965267231,0.0004503604174,0.0004436942052,0.0004133786155,0.0003793407977,0.0003403456458,0.0003058742231,0.0002729888387,0.0002797918494,0.0002700257987,0.0002945298239,0.000282707174,0.0003170870608,0.000342501338,0.0003734764916,0.0003811163631,0.0004399532177,0.0004654399899,0.0004969536309,0.0005587724673,0.0005713549596,0.0005920675673,0.0005740741584,0.0005788205083,0.00061513248,0.0006456572539,0.0006512016329,0.0007089320104,0.000729185627,0.0007916700512,0.0008148733118,0.000848960095,0.0008707384142,0.0008327915057,0.0008417399782,0.0008322629018,0.0007689777986,0.0006662958198,0.0007529144672,0.0007951984725,0.0008019700329,0.0007160881475,0.0007008722851,0.0007411280314,0.0007512475035,
Jordan,,,,,,,,,,,,0.000000531183798,0.000000510046994,0.000000493197738,0.000000478728957,0.000000465374814,0.000000569288215,0.000000328663747,0.000000320216768,0.000000311252939,0.000000301475927,0.000000390646799,0.000000375451217,0.000000452635908,0.00000043432472,0.000000417347085,0.000005732250999,0.000008009507582,0.000006391447481,0.00001655392308,0.00004742638631,0.0000440553443,0.00004492879091,0.00004688173316,0.00006454041896,0.00006377537223,0.00006093725125,0.00006270843206,0.00006292201354,0.00006013341889,0.00005923582212,0.00005717999958,0.00005254870986,0.00005626796474,0.00005644648201,0.00004790207866,0.00005282125931,0.00004889383096,0.00004710108751,0.00004864368514,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00547219879,0.005530240264,0.00541702638,0.004814186807,0.004395513072,0.003985334475,0.004030336972,0.004204972125,0.004217305072,0.004348133835,0.005209000398,0.005592969798,0.00606895939,0.006754011947,0.007538514187,0.007735762554,0.008260206332,0.008451043619,0.009084521868,0.009204796499,,
Kenya,,,,,,,,,,,,0.0003668180708,0.0003671869601,0.0003671767592,0.000367979701,0.0003684763649,0.0003678466434,0.0003686159476,0.000370219832,0.0003712040659,0.0003695898917,0.0003711906858,0.0003712757866,0.0003721878096,0.0003718160591,0.0003727908127,0.0003865531969,0.000386271645,0.0003855981079,0.0003852539948,0.0003844129722,0.0003834000657,0.0003815450879,0.0003811079021,0.0003798936654,0.0003825462741,0.0003819735363,0.0003800993823,0.0003803745975,0.0003774147094,0.000375245063,0.0003788385564,0.0003795364619,0.000389303293,0.0003934903679,0.0003921218941,0.0003921160174,0.0003920552902,0.0003934535571,0.0003946260152,,
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",,,,,,,,,,,,0.001240818397,0.001240233726,0.001236146628,0.001250869723,0.001272975156,0.001327335486,0.001387064687,0.001437286956,0.001507047778,0.001578306884,0.001606367845,0.001659324121,0.001640880974,0.001655758,0.001699164484,0.001659448331,0.001607554506,0.00156423989,0.001530727494,0.001435422414,0.001372220708,0.001175462907,0.001064074848,0.000991060856,0.0009198172717,0.0008109827023,0.0007801136986,0.0007043909473,0.0007783066535,0.0008206980446,0.0008352033986,0.0008014576754,0.0008218787748,0.0008575735708,0.0009276766922,0.0009315611265,0.0008199136176,0.0008626646433,0.0008360190343,,
"Korea, Rep.",,,,,,,,,,,,0.0001987283709,0.0001890625977,0.0002021385734,0.0002241256376,0.0002423127833,0.0002212121846,0.0002274150609,0.0002393778293,0.0002448139735,0.0002475147713,0.0002556481275,0.0002587723304,0.0002877445079,0.0003176831251,0.0003603433597,0.000447928917,0.0005141483583,0.0005095545309,0.0005142788575,0.0005263462281,0.0005117714095,0.0004663795883,0.000455344999,0.0004343145917,0.0004735204041,0.0005003227502,0.0005246566181,0.0005951441011,0.0006697220119,0.0007475007406,0.0007547875535,0.0007505648699,0.0008137487966,0.0008171360628,0.0009126511777,0.0009251001524,0.0008969489063,0.0009370884887,0.0009238782658,0.0009259855805,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,,,,,,,,,,,,0.1988124428,0.1996599157,0.1721514111,0.1369549272,0.1061556769,0.1026719617,0.08964796892,0.09300318376,0.1058184643,0.06797431013,0.04404837314,0.03065700295,0.03772087975,0.04022888068,0.0348890736,0.03544740958,0.03594770549,0.04088872558,0.04748882484,0.02412861459,0.004947261059,0.0310825388,0.05935818797,0.06753398177,0.07062484866,0.07081199543,0.06863120766,0.06662335452,0.05802038103,0.05890209379,0.05573506958,0.04871753769,0.05688986762,0.06009265467,0.06487142703,0.06420858869,0.06001708665,0.06015313354,0.04921622946,,
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005693500652,0.0005487760892,0.0004061156706,0.0003502516219,0.0003225671604,0.0002741047465,0.0002831179173,0.0002661065655,0.0002308480535,0.0002656088706,0.0002912402999,0.0002712921396,0.0002405885153,0.0002801123245,0.0002939323278,0.0002869725632,0.0002926425589,0.0002776201337,0.0002287012327,0.0002202277261,,
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004213727592,0.0004246333167,0.0004135265826,0.000459057761,0.0005239047283,0.0005745451116,0.0005829964627,0.0006657072547,0.000731638606,0.0006833193754,0.0005907603947,0.0006432554866,0.000684634138,0.0007441052169,0.000796464256,0.00080703726,0.0008051485339,0.000789598776,0.000787664924,0.0009272961643,,
Lebanon,,,,,,,,,,,,0.00006663679297,0.00006497065739,0.00005339982847,0.00006521354371,0.00006418931258,0.00006373749794,0.00006348117545,0.00006319611196,0.00006395926211,0.00006354991237,0.00006310061261,0.0000565622981,0.00005337512962,0.00005381581531,0.00005356819192,0.00005285143788,0.00005449223476,0.00005427545375,0.00005169945982,0.00004844775354,0.0000499114195,0.00005337670904,0.00005254478816,0.00005494561339,0.00005200934226,0.00005353310708,0.00005573991966,0.0000528957066,0.00004211425752,0.00004468661093,0.00004189772918,0.00004943719846,0.00006413621313,0.00005844210741,0.00005654127657,0.00004891985444,0.00004648390567,0.00003979106845,0.00004133081089,,
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,0.06611501195,0.05293962391,0.04971158356,0.0339207969,0.03194965045,0.03973102787,0.0403266506,0.03720726469,0.03752424792,0.03152107705,0.01999791663,0.01787002771,0.01637953776,0.01586357885,0.01486346203,0.01432851711,0.0135435242,0.01409572957,0.01438331163,0.0168816309,0.01847075331,0.01729087954,0.01611401877,0.01599123062,0.01594101142,0.01557557039,0.01530615426,0.0155235495,0.0134953733,0.01392489891,0.01349361442,0.01212417365,0.01398751413,0.01525800643,0.01636788302,0.01699107561,0.01621772546,0.01634923312,0.01391349037,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001335463447,0.001332148579,0.001185132399,0.001049821347,0.0007379550317,0.001060005996,0.00124592652,0.001135681754,0.001300033861,0.001038559119,0.0009603334602,0.001225139972,0.001461018969,0.001557806839,0.001515206902,0.001147588757,0.001025846296,0.001125056414,0.001146803722,0.001260368675,,
Luxembourg,0.000005477672117,0.00001545377738,0.00001205637524,0.000000529273111,0.00001962854874,0.00002568287055,0.00002321083172,0.00002492701482,0.00002511525063,0.00002169641638,0.00002434077079,0.00001380780009,0.00001611856807,0.00001150226659,0.00002007114036,0.00001701044139,0.00001095119851,0.00006688192264,0.00006659237553,0.00007178311703,0.0000807836159,0.0000830888709,0.00007860906391,0.00007783566322,0.00008455204486,0.00008363420194,0.00007084487892,0.0000909801891,0.00009783455033,0.00009319279568,0.00007555118368,0.00007908387448,0.0001166621458,0.00011152787,0.0001127863336,0.0001093413362,0.00009041383531,0.0001013461149,0.0001248306743,0.0001240961338,0.0001315388837,0.0001324341481,0.0001266003134,0.0001302101537,0.0001478371569,0.0001931836823,0.0001973276688,0.0001989073267,0.0002080052426,0.0002132819706,0.0002048978417,
"Macao, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006582507268,0.0007012847064,0.0007940535552,0.0007784290118,0.0007744081758,0.0008125123505,0.000794669087,0.0007523951157,0.0008772708748,0.00081582348,0.0007638743093,0.0007812665699,0.000748203367,0.000821794746,0.0007859219621,0.0007743992102,0.0007916578361,0.0007341920249,0.0007912224169,0.0007816468451,,
Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,,0.0004265606793,0.0005252573549,0.000508138993,0.0004684204925,0.0005420009817,0.0007957435431,0.0008529110184,0.001134856011,0.00139356724,0.001315986468,0.001198673733,0.001363407943,0.001817947485,0.002175634494,0.002169890152,0.002479026945,0.002459187109,0.002552864591,0.002662198171,0.00267800214,0.002821697761,0.002822389526,0.00286430068,0.002886701882,0.003115148539,0.003297572817,0.003382461326,0.003342834711,0.003184936149,0.003251651971,0.003219125852,0.003283573013,0.003349422574,0.003456595239,0.003505452651,0.003394548776,0.003332148935,0.003385857389,0.003209133829,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000594166725,0.000000765834871,0.000000997094672,0.000001282693412,0.00000156902239,0.000001909803009,0.000002191107053,0.00000258898897,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,,,,,,,,,,,,0.0008113589545,0.0008180281327,0.0008328854805,0.0009442620286,0.001046558914,0.001095908878,0.001242107325,0.001451374305,0.001691636454,0.002137843148,0.002435089964,0.002724580821,0.002638412022,0.002613415082,0.002531507898,0.002342246734,0.00240503851,0.002346041141,0.002304509361,0.002308870496,0.002351766837,0.002304476391,0.002280302393,0.002245872376,0.002184353324,0.002258902559,0.002306253825,0.002310709819,0.002239099662,0.002223907602,0.002228845728,0.002197017225,0.002277923455,0.002347902302,0.002385123329,0.002324010851,0.002235338645,0.00210930015,0.00196397925,0.001919237772,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00001327283768,0.00001504693912,0.00001326676278,0.00001446929681,0.00001205303021,0.00001247640449,0.00002113270638,0.00002345672938,0.00001482437833,0.0000153276896,0.00001554227007,0.00001837530976,0.00001903617506,0.00002170485696,0.0000240750426,0.00002347701384,0.00002349230584,0.00002399701488,0.00002794287521,0.00002880245184,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,0.001293657016,0.001354655078,0.001460456629,0.001564086666,0.001436599111,0.001253639935,0.001460373354,0.001288272678,0.001125568633,0.001016438338,0.000978320399,0.0008055448404,0.0007720127489,0.0007846900686,0.000769290566,0.0007946050563,0.0007815248622,0.0008346847087,0.0007972249059,0.0008046842625,0.001342933548,0.001449148518,0.00170556245,0.001914705448,0.002835879438,,
